ogs	musDom	gloMor	droMel	droYak	droAna	droPse	droWil	droMoj	droVir	anoGam	anoDar	anoSte	aedAeg	culQui
23943	1	0	2	2	2	2	2	2	2	0	0	0	0	0
23944	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23945	0	0	0	0	0	0	0	0	1	0	0	0	0	0
23946	0	1	0	0	0	0	0	0	0	0	0	0	0	0
23947	0	0	0	0	0	0	0	0	0	0	0	1	0	0
23948	0	0	0	0	0	0	0	0	0	0	0	1	0	0
23949	1	1	1	1	1	1	1	1	2	0	0	0	0	0
2395	0	0	0	0	0	1	0	0	0	0	0	0	0	0
23950	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23951	0	0	0	0	0	0	0	3	0	1	0	0	2	4
23952	0	0	0	0	0	1	0	0	0	0	0	0	0	0
23953	1	1	1	1	1	1	1	1	1	1	1	1	1	2
23954	0	0	0	0	0	0	0	0	0	0	0	1	0	0
23955	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23956	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23957	0	0	0	0	0	0	0	0	0	0	1	0	0	1
23958	2	0	1	1	1	2	1	1	1	0	0	0	0	0
23959	1	1	1	1	1	1	1	1	1	2	1	1	1	1
2396	0	0	0	0	0	0	0	0	1	0	0	0	0	0
23960	0	0	1	0	0	0	0	0	0	0	0	0	0	0
23961	0	0	0	0	0	0	0	0	0	0	0	0	0	1
23962	0	0	0	0	0	0	0	0	0	1	1	1	2	1
23963	0	0	1	0	1	1	1	0	0	0	0	0	0	0
23964	0	0	0	0	0	0	0	0	0	0	0	0	1	0
23965	1	2	1	1	1	1	1	1	1	1	0	0	1	1
23966	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23967	0	1	0	0	0	0	0	0	0	0	0	0	0	0
23968	0	0	2	1	1	1	1	1	1	0	0	0	0	0
23969	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2397	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23970	0	0	1	1	1	1	1	1	1	0	0	0	0	0
23971	1	2	1	1	1	1	1	1	1	1	1	1	2	2
23972	0	0	0	0	0	0	0	0	0	1	1	1	1	1
23973	0	0	0	1	1	0	1	1	1	0	0	0	0	0
23974	0	0	0	0	0	1	0	0	0	0	0	0	0	0
23975	0	0	0	0	0	0	0	0	1	0	0	0	0	0
23976	0	0	0	0	0	0	0	0	0	0	1	0	0	0
23977	0	0	0	0	0	0	0	0	0	1	0	0	0	0
23978	0	0	0	0	0	0	0	0	0	1	1	1	1	1
23979	0	0	0	0	0	0	0	0	0	0	1	0	1	1
2398	1	1	1	1	1	1	1	1	1	0	0	0	0	0
23980	0	0	0	0	0	0	0	0	0	1	1	1	0	0
23981	0	0	0	0	0	0	0	0	0	1	1	1	1	1
23982	0	0	0	0	1	1	0	0	1	0	0	0	0	0
23983	0	1	1	1	1	1	1	1	1	1	1	1	2	6
23984	1	1	1	1	1	1	1	1	1	0	0	0	1	1
23985	1	1	0	0	0	0	0	0	0	0	0	0	0	0
23986	0	0	0	0	0	0	0	0	0	0	0	0	4	1
23987	0	0	0	0	0	0	0	0	0	1	1	1	1	1
23988	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23989	1	1	1	1	1	1	1	1	1	0	0	0	0	0
2399	1	1	1	2	1	1	1	1	1	0	0	0	0	0
23990	1	1	1	1	1	1	1	1	1	1	2	1	1	1
23991	1	0	1	1	1	1	1	1	1	1	1	1	1	1
23992	0	0	0	0	0	0	0	0	0	0	0	0	1	1
23993	0	0	0	0	0	0	0	0	0	0	0	0	0	1
23994	1	0	1	1	1	1	1	1	1	1	1	1	1	1
23995	1	1	1	1	1	1	1	1	1	0	0	0	0	0
23996	1	0	0	0	0	0	0	0	0	0	0	0	0	0
23997	0	0	0	0	0	0	0	0	0	1	0	1	0	1
23998	0	0	0	0	0	0	0	0	0	1	1	1	1	1
23999	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24	0	0	0	0	0	0	1	0	0	0	0	0	0	0
240	1	1	1	1	1	1	1	1	1	0	0	0	0	0
2400	0	0	1	0	0	0	0	0	0	0	0	0	0	0
24000	1	0	1	1	1	1	1	1	1	0	0	0	0	0
24001	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24002	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24003	0	0	0	0	0	0	0	0	0	0	0	0	1	2
24004	2	1	0	0	0	0	0	0	0	0	0	1	0	0
24005	1	1	1	1	1	1	1	1	1	1	0	1	1	1
24006	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24007	1	2	1	1	1	1	1	1	1	1	2	2	1	2
24008	0	0	0	0	0	0	0	0	0	1	1	1	2	1
24009	1	1	1	0	1	1	1	1	1	0	0	0	0	0
2401	0	0	0	0	0	0	0	0	0	2	0	1	0	1
24010	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24011	0	0	0	0	0	0	0	0	0	1	1	0	1	1
24012.1	0	2	0	0	0	0	0	0	0	1	1	1	1	1
24012.2	1	1	2	3	2	3	2	3	3	1	1	1	1	1
24013	0	1	0	0	0	0	0	0	0	0	0	0	0	0
24014	2	0	0	0	0	0	0	0	0	0	0	0	0	1
24015	0	0	0	0	0	1	0	0	0	0	0	0	0	0
24016	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24017	1	1	1	2	2	1	2	2	2	2	2	2	2	2
24018	1	1	1	1	1	1	1	2	1	0	0	0	0	0
24019	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2402	1	2	1	1	1	1	1	1	1	1	1	1	1	1
24020	0	0	0	0	0	0	1	0	0	0	0	0	0	0
24021	0	0	1	1	1	1	0	0	0	0	0	0	0	0
24022	1	0	2	0	1	1	1	0	0	1	1	1	1	1
24023	1	0	1	1	1	1	1	1	1	0	0	0	0	0
24024	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24025	0	0	1	1	0	0	0	0	0	0	0	0	0	0
24026.1	1	3	1	1	1	1	1	1	1	1	1	1	3	2
24026.2	1	1	1	1	1	1	1	1	1	1	2	3	2	3
24027	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24028	0	0	0	0	0	0	0	0	0	1	0	0	0	0
24029	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2403	1	1	1	1	1	1	1	1	1	1	1	1	1	2
24030	0	0	0	0	0	0	15	1	0	0	0	0	0	0
24031.1	1	1	1	1	1	2	2	2	2	1	1	1	1	1
24031.2	1	1	2	2	1	1	1	1	1	1	1	1	1	1
24032	0	0	0	0	0	0	0	0	0	0	0	0	1	0
24033	1	1	1	1	1	1	1	1	1	1	1	1	2	2
24034	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24035	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24036	0	0	0	0	0	0	0	1	0	0	0	0	0	0
24037	2	1	1	1	1	2	1	1	1	1	1	1	3	1
24038	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24039	0	0	0	0	0	0	0	0	0	2	0	0	1	1
2404	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24040	0	0	1	2	1	1	1	1	1	0	0	0	0	0
24041	1	0	0	0	0	0	0	0	0	0	0	0	0	0
24042	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24043	0	0	0	0	0	0	0	0	0	1	0	0	0	0
24044	0	0	1	2	1	0	0	1	1	0	0	0	0	0
24045	1	2	2	2	2	2	2	2	2	2	1	1	2	3
24046	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24047	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24048	0	0	0	0	0	0	0	1	1	0	0	0	0	0
24049	1	1	1	1	1	1	1	1	2	1	2	1	1	2
2405	0	0	0	0	0	1	1	0	0	0	0	0	0	0
24050	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24051	1	0	1	1	1	1	1	1	1	1	1	1	1	1
24052	0	0	0	0	0	0	0	0	0	0	0	0	1	0
24053	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24054	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24055	1	0	0	0	0	0	0	0	0	0	0	0	0	0
24056	0	0	0	0	0	0	0	0	0	1	0	1	0	0
24057	0	0	0	0	0	0	0	0	0	1	0	0	0	0
24058	0	0	0	0	0	0	0	1	0	0	0	0	0	0
24059	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2406	1	0	1	1	1	2	1	2	2	0	0	0	1	0
24060	0	0	1	1	1	1	1	1	1	0	0	0	0	0
24061	0	1	0	0	1	1	0	0	0	0	0	0	0	0
24062	0	0	0	0	0	0	0	0	0	1	0	0	0	0
24063	0	0	1	1	1	1	1	0	0	0	0	0	0	0
24064	0	0	0	0	0	0	0	0	0	1	1	1	1	1
24065	0	0	0	0	0	0	0	0	0	1	0	0	0	1
24066	0	0	0	0	0	0	0	1	0	0	0	0	0	0
24067	0	2	0	1	1	1	1	1	1	0	0	0	0	0
24068	1	1	1	1	1	1	1	1	1	0	1	0	1	0
24069	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2407	0	0	1	1	1	1	1	0	0	0	0	0	0	0
24070	0	0	0	0	0	0	0	0	0	1	0	0	0	0
24071	0	0	1	0	0	0	0	0	0	0	0	0	0	0
24072	0	0	0	0	0	1	0	0	0	0	0	0	0	0
24073	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24074	0	0	0	0	0	1	0	0	0	0	0	0	0	0
24075	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24076	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24077	0	0	0	1	0	0	0	0	0	0	0	0	0	1
24078	0	0	0	0	1	0	0	0	0	0	0	0	0	0
24079	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2408	0	1	0	0	0	0	0	0	0	0	0	0	0	0
24080	0	0	0	0	0	0	0	0	0	0	0	1	0	0
24081	0	1	0	0	0	0	0	0	0	0	0	0	0	0
24082	1	0	0	0	0	0	0	0	0	0	0	0	0	0
24083	0	0	0	0	0	0	0	0	0	0	1	0	0	0
24084	0	0	1	0	0	0	0	0	0	0	0	0	0	0
24085	1	1	1	1	1	1	1	1	1	1	0	1	1	1
24086	0	0	0	0	0	0	0	0	0	0	1	0	0	0
24087	1	1	1	1	1	1	1	1	1	3	3	2	9	5
24088	0	0	0	0	0	0	0	1	1	0	0	0	0	0
24089	1	1	1	1	1	1	1	1	1	0	0	0	0	0
2409	1	0	1	1	1	1	1	1	1	0	0	0	0	0
24090	0	0	0	0	0	0	0	0	0	2	1	2	2	1
24091	1	1	1	1	1	1	1	1	1	1	0	2	1	1
24092	0	0	0	0	0	0	0	0	0	1	0	1	0	0
24093	0	0	0	0	0	0	0	0	0	0	0	0	1	0
24094	0	0	0	0	0	0	1	0	0	0	0	0	0	0
24095	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24096	0	0	0	0	0	0	0	1	1	0	0	0	0	0
24097	0	0	1	1	0	1	0	0	0	0	0	0	0	0
24098	0	0	0	0	1	0	0	0	0	0	0	0	0	0
24099	2	1	1	1	1	1	1	1	1	1	1	1	2	1
241	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2410	0	0	1	1	1	0	0	0	0	0	0	0	0	0
24100	0	1	0	0	0	0	0	0	0	0	0	0	0	0
24101	0	0	0	0	0	0	0	0	0	1	0	1	1	1
24102	1	1	1	1	1	1	1	1	1	1	0	1	1	1
24103	1	2	1	1	1	1	1	1	1	1	1	1	1	1
24104	0	1	0	0	0	0	0	0	0	0	0	0	0	0
24105	1	1	1	1	0	1	2	1	1	0	0	0	2	1
24106	0	0	0	0	0	0	1	0	0	0	0	0	0	0
24107	3	2	3	3	3	3	3	3	3	1	1	0	2	3
24108	0	0	0	0	1	0	0	0	0	0	0	0	0	0
24109	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2411	1	1	1	1	1	1	1	1	1	2	1	2	2	2
24110	4	6	5	4	4	5	7	5	5	6	3	2	4	6
24111	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24112	1	0	1	1	1	1	1	1	1	1	1	0	1	1
24113	0	0	0	0	0	0	0	0	0	0	1	0	1	1
24114	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24115	0	0	1	1	0	0	0	0	0	0	0	0	0	0
24116	0	0	0	0	0	0	0	0	1	0	0	0	0	0
24117	1	0	0	0	0	0	0	0	0	0	0	0	0	0
24118	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24119	1	2	0	0	0	0	0	0	0	0	0	0	0	0
2412	0	0	0	0	0	0	0	0	0	1	1	0	0	1
24120	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24121	1	1	1	2	1	1	1	1	1	1	1	1	1	1
24122	1	0	0	0	0	0	0	0	0	0	0	0	0	0
24123	0	0	0	1	0	0	0	1	0	1	0	0	0	0
24124	0	0	1	0	0	0	0	0	0	1	1	0	1	1
24125	0	0	0	0	0	0	0	0	0	1	0	1	1	1
24126	0	0	0	0	1	0	0	0	0	0	0	0	0	0
24127	2	1	1	1	1	1	1	1	1	1	1	1	1	2
24128	0	0	0	0	0	0	0	1	0	0	0	0	0	0
24129	1	1	1	1	1	1	1	1	1	1	0	1	1	2
2413	0	0	0	0	0	0	0	0	0	1	1	0	1	1
24130	0	0	1	1	1	1	1	0	0	0	0	1	0	0
24131	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24132	1	0	1	1	1	1	1	1	1	0	0	0	2	0
24133	0	0	1	0	1	1	0	0	1	0	0	0	0	0
24134	10	2	4	4	6	4	7	4	4	0	0	0	0	1
24135	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24136	1	2	1	1	1	1	1	1	1	1	1	1	1	1
24137	0	0	0	0	0	0	0	0	1	0	0	0	0	0
24138	1	1	1	1	1	1	1	1	1	1	1	1	1	2
24139	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2414	0	0	0	0	0	0	0	0	0	1	1	1	1	1
24140	0	0	0	0	0	0	0	0	0	0	0	0	1	0
24141	0	0	0	0	0	1	0	0	0	0	0	0	0	0
24142	0	1	0	0	0	0	0	0	0	0	0	0	0	0
24143	0	1	0	0	0	0	0	0	0	0	0	0	0	0
24144	0	0	1	1	1	1	1	1	1	0	0	0	0	0
24145	0	0	0	0	0	0	0	0	0	0	1	0	1	0
24146	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24147	0	0	0	0	1	1	0	0	0	0	0	0	0	0
24148	0	0	0	0	0	0	1	0	0	0	0	0	0	0
24149	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2415	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24150	0	0	0	0	0	0	0	0	0	0	0	0	1	2
24151	0	0	1	1	0	0	0	0	0	0	0	0	0	0
24152	1	1	1	1	1	2	1	1	1	1	1	1	0	1
24153	1	0	1	1	1	2	2	1	1	0	0	0	0	1
24154	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24155	0	0	1	2	0	1	0	0	0	0	0	0	0	0
24156	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24157	0	0	0	0	0	0	1	0	0	0	0	0	0	0
24158	1	0	1	1	0	2	1	1	1	0	0	0	1	1
24159	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2416	1	0	0	0	0	0	0	0	0	0	0	0	0	1
24160	0	0	0	0	0	0	0	0	0	0	0	0	1	0
24161	0	0	0	0	0	0	0	0	0	2	0	1	1	1
24162	2	0	1	1	1	1	1	1	1	1	1	1	2	1
24163	0	0	0	0	0	1	0	0	0	0	0	0	0	0
24164	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24165	0	0	0	0	0	0	0	0	1	0	0	0	0	0
24166	2	0	1	1	1	1	1	1	1	0	0	0	0	0
24167	1	0	0	0	0	0	0	0	0	0	0	0	0	0
24168	0	0	1	1	1	0	1	1	0	0	0	0	0	0
24169	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2417	0	0	0	0	0	0	0	1	0	0	0	0	0	0
24170	1	0	0	0	0	0	0	0	0	0	0	0	0	0
24171	1	2	1	1	1	2	2	1	1	1	1	1	1	1
24172	1	1	1	1	1	1	1	1	1	1	0	1	2	1
24173	1	1	1	1	1	1	1	1	1	0	0	0	0	0
24174	0	0	0	1	0	0	0	0	0	0	1	2	0	1
24175	0	0	1	1	1	0	0	0	0	0	0	0	0	0
24176	2	1	2	1	1	1	1	1	1	1	1	0	1	1
24177	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24178	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24179	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2418	1	1	1	1	1	1	1	1	1	1	1	1	1	2
24180	0	1	1	1	1	1	1	1	1	0	0	0	0	0
24181	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24182	0	1	0	0	0	0	0	0	0	0	0	0	0	0
24183	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24184	3	1	1	3	1	2	2	2	2	1	1	1	1	1
24185	0	0	0	0	0	0	1	0	0	0	0	0	0	0
24186	0	0	0	0	1	0	0	1	0	0	0	0	0	0
24187	0	0	0	0	0	1	0	0	0	0	0	0	0	0
24188	0	0	0	0	0	0	0	0	0	1	1	1	1	11
24189	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2419	0	0	0	0	0	0	0	0	0	1	0	0	0	0
24190	0	0	0	0	0	0	0	0	1	0	0	0	0	0
24191	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24192	0	0	0	0	0	0	0	0	0	0	0	0	1	0
24193	1	0	0	0	0	0	0	0	0	0	0	0	0	0
24194	0	0	0	1	1	0	0	0	0	0	0	0	0	0
24195	2	1	1	2	1	1	1	1	1	1	1	1	1	1
24196	0	0	0	0	0	0	0	0	0	0	0	0	1	0
24197	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24198	0	0	0	0	0	0	0	0	0	0	0	0	1	2
24199	0	0	0	0	0	0	0	0	0	0	0	0	2	1
242	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2420	0	1	0	0	0	0	0	0	0	0	0	0	0	0
24200	2	1	1	1	1	1	1	1	1	1	1	2	1	1
24201	0	0	0	0	0	0	0	1	0	0	0	0	0	0
24202	0	0	0	0	0	0	0	0	1	0	0	0	0	0
24203	0	0	0	0	0	0	0	0	0	0	0	0	1	0
24204	0	0	0	0	0	0	0	0	1	0	0	0	0	0
24205	0	0	0	0	0	0	0	0	0	0	1	0	0	0
24206	0	0	0	0	0	0	0	0	1	0	0	0	0	0
24207	1	1	0	0	0	0	0	0	0	0	0	0	0	0
24208	0	0	0	0	0	0	1	0	0	0	0	0	0	0
24209	0	1	0	1	0	1	1	1	1	0	0	1	0	0
2421	2	0	1	1	1	1	1	0	0	0	0	0	0	0
24210	0	0	0	0	0	0	0	0	0	0	0	1	0	0
24211	1	1	1	1	1	1	1	1	1	1	1	1	1	2
24212	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24213	0	0	1	1	1	1	1	1	1	0	0	0	0	0
24214	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24215	1	1	1	1	1	1	1	1	1	2	1	1	1	1
24216	0	0	0	0	0	0	0	1	1	0	0	0	0	0
24217	0	1	0	0	0	0	0	0	0	0	0	0	0	0
24218	0	1	0	0	0	0	0	0	0	0	0	0	0	0
24219	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2422	0	0	0	0	0	0	0	0	1	0	0	0	0	0
24220	0	0	0	0	0	1	0	0	0	0	0	0	0	0
24221	1	1	1	1	1	1	1	1	1	0	0	0	0	0
24222	0	0	0	1	1	0	0	0	0	0	0	0	0	0
24223	0	0	0	0	0	0	0	0	0	0	0	0	1	1
24224.2	4	3	3	3	3	4	3	3	3	1	1	1	3	4
24224.1.1	2	1	2	2	4	2	2	2	2	1	1	1	1	1
24224.1.2	1	0	1	1	1	1	1	1	1	1	1	1	1	1
24225	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24226	0	0	0	0	0	0	1	0	0	0	0	0	0	0
24227	0	0	0	0	0	0	0	0	0	1	0	0	0	0
24228	0	0	1	1	0	0	0	0	0	0	0	0	0	0
24229	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2423	0	0	0	0	0	0	0	0	0	0	1	0	0	0
24230	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24231	1	0	1	1	1	1	1	1	1	1	0	1	1	1
24232	0	0	0	0	0	0	0	0	1	0	0	0	0	0
24233	1	0	1	0	0	0	1	0	0	0	0	0	1	0
24234	0	0	0	0	0	0	0	1	1	0	0	0	0	0
24235	0	0	0	0	0	0	0	0	0	0	0	1	0	0
24236	0	0	1	0	0	1	0	1	0	1	1	1	1	1
24237	1	0	1	1	1	1	1	1	1	1	0	1	1	1
24238	0	0	0	0	0	0	6	0	2	0	0	0	0	0
24239	1	1	1	1	1	1	1	1	1	2	2	2	2	4
2424	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24240	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24241	0	0	0	0	0	0	0	0	0	0	0	0	1	0
24242	0	1	0	0	0	0	0	0	0	0	0	0	0	0
24243	0	0	1	0	0	0	0	0	0	0	0	0	0	0
24244	1	1	1	1	1	1	1	1	2	1	1	1	1	1
24245	0	0	3	3	3	3	2	0	0	0	0	0	0	0
24246	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24247	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24248	0	0	0	0	1	0	0	0	0	0	0	0	0	0
24249	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2425	0	0	1	1	1	1	1	1	1	0	0	0	0	0
24250	1	1	1	1	1	1	1	1	1	1	0	1	1	1
24251	0	0	0	0	0	0	0	1	0	0	0	0	0	0
24252	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24253	0	1	0	0	0	0	0	0	0	0	0	0	0	0
24254	0	0	0	0	0	0	0	1	0	0	0	0	0	0
24255	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24256	0	0	0	0	0	0	1	0	0	0	0	0	0	0
24257	1	0	1	1	1	1	1	2	1	1	1	1	1	1
24258	0	0	0	0	0	0	0	0	0	1	0	0	0	0
24259	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2426	0	0	0	0	0	0	1	0	0	0	0	0	0	0
24260	1	0	0	0	0	0	0	0	0	0	0	0	0	0
24261	0	0	1	45	1	1	1	1	1	0	0	0	0	0
24262	0	0	0	0	0	0	0	0	0	0	0	0	1	0
24263	0	0	0	0	0	0	0	1	1	0	0	0	0	0
24264	0	0	0	0	0	0	0	0	0	0	0	1	0	0
24265	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24266	0	0	0	0	1	0	0	0	0	0	0	0	0	0
24267	0	1	0	0	0	0	0	0	0	0	0	0	0	0
24268	0	0	0	0	0	0	0	0	1	0	0	0	0	0
24269	0	0	0	1	1	1	0	1	1	0	0	0	0	0
2427	0	0	0	0	0	0	0	0	0	0	0	0	1	0
24270	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24271	0	0	0	0	0	0	1	0	0	0	0	0	0	0
24272	0	0	0	0	0	0	0	0	0	0	0	0	2	1
24273	0	0	0	0	0	0	0	0	0	0	1	0	0	0
24274	0	0	1	1	1	1	0	1	1	0	0	0	0	0
24275	1	0	1	1	1	1	3	1	1	1	1	1	1	1
24276	0	0	0	0	0	1	0	0	0	0	0	0	0	0
24277	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24278	0	0	1	0	0	0	1	0	1	0	0	0	0	0
24279	0	0	1	1	0	0	0	0	0	0	0	0	0	0
2428	0	0	0	1	0	0	0	1	1	0	0	0	0	0
24280	0	0	0	0	0	0	0	0	0	1	1	1	1	1
24281	0	0	0	0	0	0	0	0	0	0	0	0	2	7
24282	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24283	0	0	1	0	0	0	0	0	0	0	0	0	0	0
24284	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24285	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24286	1	1	1	1	1	1	1	1	1	0	0	0	0	0
24287	2	1	1	1	1	1	1	1	1	1	1	1	1	1
24288	0	0	0	0	0	0	0	0	0	1	1	1	1	1
24289	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2429	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24290	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24291	0	0	0	0	0	0	0	1	0	0	0	0	0	0
24292	0	0	0	0	0	1	1	1	1	0	0	0	0	0
24293	1	1	1	1	1	2	1	1	1	1	1	1	1	1
24294	1	0	0	2	2	3	8	3	2	0	0	0	0	0
24295	0	0	0	0	0	0	0	0	0	1	1	1	2	2
24296	3	0	1	2	3	2	1	3	3	0	0	0	0	0
24297	0	0	1	1	0	1	1	1	1	0	0	0	0	0
24298	0	0	0	0	0	0	1	0	0	0	0	0	0	0
24299	0	0	0	0	0	0	0	0	0	0	1	0	0	0
243	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2430	1	1	1	1	1	1	2	1	1	1	1	1	1	1
24300	0	0	0	0	0	1	0	0	0	0	0	0	0	0
24301	0	1	0	1	1	1	1	1	1	0	0	0	0	0
24302	0	0	0	0	0	0	0	0	0	1	1	1	1	2
24303	1	0	1	1	2	1	1	1	1	1	0	1	2	1
24304	0	0	0	0	0	1	0	0	0	0	0	0	0	0
24305	0	0	0	0	0	0	0	1	0	0	0	0	0	0
24306	0	0	0	0	1	0	0	0	0	0	0	0	0	0
24307	1	1	1	1	1	1	1	1	1	1	1	1	0	2
24308	0	0	0	0	1	0	0	0	0	0	0	0	0	0
24309	1	1	1	2	1	1	1	1	1	0	0	0	0	0
2431	0	0	1	0	0	0	0	0	0	0	0	0	0	0
24310	0	0	0	0	0	0	0	1	0	0	0	0	0	0
24311	0	1	0	0	0	0	0	0	0	0	0	0	0	0
24312	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24313	0	0	0	0	0	0	1	0	0	0	0	0	0	0
24314	0	1	0	0	0	0	0	0	0	0	0	0	0	0
24315	0	0	0	0	0	0	0	0	0	0	0	0	1	1
24316	1	2	1	1	2	1	1	1	1	1	2	2	2	1
24317	0	0	0	1	1	0	1	1	0	1	0	0	0	0
24318	0	0	1	0	1	0	1	0	0	0	0	0	0	0
24319	2	3	1	1	1	1	1	1	2	1	1	1	1	1
2432	0	0	0	0	0	0	0	0	0	0	1	1	0	1
24320	0	0	0	0	0	0	0	0	0	1	0	1	1	1
24321	0	0	0	0	1	0	0	0	0	0	0	0	0	0
24322	0	0	1	1	1	1	1	0	1	0	0	0	0	0
24323	0	0	0	0	0	0	0	0	0	1	0	1	0	2
24324	1	1	1	2	1	1	1	1	1	1	1	1	1	1
24325	0	0	1	1	1	1	1	1	1	0	0	0	0	0
24326	0	0	1	1	1	1	1	1	2	0	0	0	0	0
24327	0	0	0	0	0	0	0	0	0	1	0	0	0	0
24328	1	0	0	0	1	1	0	1	1	0	0	0	0	0
24329	0	2	1	1	1	1	1	1	1	0	0	1	0	0
2433	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24330	0	0	0	0	0	0	0	0	0	0	0	0	1	0
24331	1	0	1	1	1	1	1	1	1	1	1	1	1	1
24332	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24333	1	1	1	1	1	1	1	1	1	1	1	2	1	4
24334	0	0	0	0	0	0	0	0	0	1	0	1	1	2
24335	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24336	0	0	0	0	0	0	0	0	0	1	0	0	0	0
24337	0	0	0	0	0	0	0	0	0	0	0	0	1	0
24338	1	1	1	1	1	1	1	1	1	1	1	1	1	2
24339	1	0	1	2	1	1	1	1	1	0	0	0	0	0
2434	0	0	0	0	0	0	0	0	0	1	1	1	0	0
24340	0	0	1	0	0	0	0	0	0	0	0	0	0	0
