ogs	musDom	gloMor	droMel	droYak	droAna	droPse	droWil	droMoj	droVir	anoGam	anoDar	anoSte	aedAeg	culQui
1	3	1	1	1	1	1	1	1	1	0	0	0	0	0
10	0	0	0	0	0	1	0	0	0	0	0	0	0	0
100	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1000	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10000	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10001	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10002	1	0	1	1	1	1	1	1	1	1	1	1	1	1
10003	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10004	0	0	1	1	1	1	1	1	1	0	0	0	0	0
10005	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10006	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10007	1	1	1	1	1	1	1	1	1	2	1	0	1	1
10008	0	0	0	0	0	0	0	0	0	0	0	1	0	0
10009	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1001.1	0	1	0	0	0	0	0	0	0	1	1	1	0	0
1001.2	2	0	2	2	2	2	2	2	2	1	1	0	2	1
10010	1	1	1	1	1	1	1	1	1	0	0	0	0	0
10011	2	0	1	1	1	1	1	1	1	1	1	1	2	0
10012	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10013	0	0	0	0	0	0	0	0	0	0	1	1	0	2
10014	1	1	1	1	2	1	1	1	1	1	1	1	1	1
10015	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10016	1	0	1	1	1	1	0	0	0	1	1	1	1	1
10017	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10018	1	0	1	1	1	1	2	2	1	5	4	2	6	3
10019	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1002	0	0	0	0	0	0	0	0	0	1	1	0	0	0
10020	0	0	0	0	0	0	0	0	0	0	1	0	0	0
10021	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10022.1	3	3	1	1	1	2	1	1	1	1	1	2	1	1
10022.2	1	1	1	1	1	1	1	1	1	1	1	2	1	1
10023	0	0	0	0	0	1	0	1	0	0	0	0	0	0
10024	0	0	0	0	0	0	0	0	0	0	1	0	0	0
10025	0	0	1	0	0	1	0	0	0	0	0	0	0	0
10026	0	0	0	0	0	0	0	0	0	0	0	0	2	1
10027	0	0	0	0	0	0	0	0	0	0	0	0	2	1
10028	0	0	0	0	0	0	0	0	0	0	0	1	0	0
10029	0	1	1	1	0	0	1	1	1	0	0	0	0	0
1003	0	0	1	1	1	1	1	1	1	0	0	0	0	0
10030	0	0	0	0	0	0	0	1	1	0	0	0	0	0
10031	0	0	1	1	1	1	2	1	1	0	0	0	0	0
10032.1	1	0	0	0	0	0	0	0	0	1	1	1	1	2
10032.2	1	2	1	1	1	2	1	1	1	1	0	2	1	1
10033	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10034	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10035	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10036	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10037	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10038	0	0	0	0	0	0	0	0	0	0	0	1	1	0
10039	1	1	1	1	1	1	1	1	1	1	2	2	1	2
1004	0	0	1	2	0	0	0	0	0	0	0	0	0	0
10040	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10041	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10042	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10043	1	2	1	1	1	1	1	1	1	1	0	1	1	2
10044	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10045	0	0	0	1	0	0	0	0	1	0	0	0	0	0
10046	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10047	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10048	1	1	1	1	0	2	1	1	1	1	1	3	1	1
10049	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1005	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10050	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10051	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10052	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10053	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10054	0	0	0	0	0	0	0	0	0	1	0	1	1	1
10055	0	0	0	0	0	0	0	0	0	1	1	1	2	1
10056	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10057	2	1	1	0	1	1	2	1	1	1	1	1	0	1
10058	0	0	0	0	0	0	0	0	0	1	1	1	1	1
10059	0	0	0	0	0	0	0	0	0	0	0	0	7	4
1006	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10060	0	1	0	0	0	0	0	0	0	1	0	0	0	0
10061	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10062	5	1	2	2	3	2	2	2	2	0	0	0	0	0
10063	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10064	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10065	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10066	1	1	1	1	1	1	1	1	1	1	0	0	0	1
10067	0	0	0	0	0	0	0	0	0	1	0	1	1	2
10068	1	1	1	1	2	1	2	1	1	1	1	1	1	1
10069	1	1	1	1	1	1	1	1	1	1	1	1	1	2
1007	33	7	3	3	3	3	3	3	2	0	0	0	0	0
10070	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10071	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10072	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10073	0	0	0	0	0	0	0	0	0	0	0	0	3	1
10074	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10075	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10076	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10077	0	0	1	1	1	0	0	0	0	0	0	0	0	0
10078	1	1	1	1	6	1	1	1	1	1	1	1	1	1
10079	1	1	1	2	1	1	1	1	1	1	1	1	2	1
1008	0	0	0	0	0	0	0	0	0	1	0	0	1	0
10080	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10081	0	0	1	1	1	1	1	1	1	0	0	0	0	0
10082	0	0	0	1	1	0	0	0	0	0	0	0	0	0
10083	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10084	1	0	1	1	1	1	1	1	1	1	1	1	1	1
10085	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10086	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10087	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10088	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10089	1	1	0	1	0	0	1	1	1	0	0	0	0	0
1009	0	0	1	0	1	1	1	1	1	0	0	0	0	0
10090.1	1	1	1	2	2	1	1	1	1	0	0	1	0	1
10090.2	0	0	0	0	0	1	1	1	1	1	2	1	2	3
10091	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10092	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10093	1	1	1	1	2	2	1	2	2	1	1	1	0	1
10094	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10095	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10096	1	0	1	1	1	1	1	1	1	0	0	0	0	0
10097	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10098	1	1	1	1	1	1	1	1	1	0	0	0	0	0
10099	0	0	0	0	0	0	0	0	0	0	0	0	1	0
101	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1010	0	1	1	1	1	1	1	1	1	0	0	0	0	0
10100	0	0	0	2	0	0	0	1	0	0	0	0	0	7
10101	2	1	1	1	1	1	1	1	1	1	1	1	1	2
10102	0	0	0	0	0	1	0	1	1	0	0	0	0	0
10103	1	1	1	1	1	1	1	1	1	0	0	0	0	0
10104	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10105	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10106	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10107	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10108	0	0	1	1	0	1	0	0	0	0	0	0	0	0
10109	1	1	1	1	2	2	2	1	2	1	1	1	0	2
1011	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10110	0	0	0	0	0	0	0	0	0	1	1	1	0	0
10111	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10112	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10113	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10114	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10115.1	0	0	0	0	0	1	0	0	0	0	0	1	1	1
10115.2	1	0	0	0	1	1	0	1	0	0	1	1	1	1
10116	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10117	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10118	1	1	1	1	1	1	1	2	1	0	0	0	0	0
10119	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1012	0	0	0	0	0	0	0	0	0	0	0	0	1	1
10120.1	1	1	1	1	2	1	1	1	2	2	2	2	2	2
10120.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10121	1	1	1	1	2	1	1	1	1	1	1	1	2	1
10122	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10123	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10124	0	0	0	0	0	0	0	0	0	0	0	0	1	1
10125	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10126	0	0	0	0	0	0	0	0	0	1	0	1	1	1
10127	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10128	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10129	1	2	1	1	1	1	1	1	1	0	0	0	0	0
1013	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10130	0	0	0	1	1	0	0	0	0	0	0	0	0	0
10131	0	0	0	0	0	0	0	0	0	1	1	1	2	1
10132	1	1	0	0	0	0	0	0	0	0	0	0	0	0
10133	1	1	1	1	1	2	1	1	1	0	0	0	0	0
10134	1	1	1	1	1	1	1	1	1	0	0	0	0	0
10135	0	0	0	0	0	0	0	0	0	0	0	0	1	1
10136	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10137	0	1	0	2	1	1	1	1	1	0	0	0	0	0
10138	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10139	1	1	1	1	1	1	1	1	1	1	1	1	2	2
1014	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10140	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10141	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10142	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10143.1.1	1	1	1	1	1	1	1	1	1	3	3	3	3	4
10143.1.2	1	1	1	1	1	1	1	1	1	1	0	1	1	2
10143.2	2	2	2	2	2	2	2	2	2	1	1	1	1	1
10144	0	0	1	1	1	1	0	1	1	0	0	0	0	0
10145	0	0	0	0	0	0	0	0	0	1	1	1	3	1
10146	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10147	0	0	1	0	1	0	0	0	0	0	0	0	0	0
10148	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10149	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1015	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10150	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10151	0	0	0	0	1	1	1	1	1	0	0	0	1	2
10152	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10153	0	0	0	0	0	0	0	0	0	0	0	1	0	0
10154	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10155	1	1	1	1	1	0	1	1	1	1	0	1	1	1
10156	0	0	0	0	0	0	2	0	0	0	1	1	0	0
10157	8	0	5	6	4	6	4	4	4	0	0	0	0	0
10158	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10159	1	1	1	1	1	1	1	1	1	0	0	0	0	0
1016	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10160	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10161	0	0	0	0	0	0	0	1	1	0	0	0	0	0
10162	0	0	0	0	0	0	0	0	0	1	0	0	1	1
10163	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10164	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10165	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10166	0	0	0	0	0	0	0	0	0	0	0	0	1	1
10167	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10168	1	1	1	1	1	1	1	1	1	1	1	1	1	0
10169	0	0	1	0	0	1	0	0	0	0	0	0	0	0
1017	0	0	0	0	0	0	1	0	0	0	0	1	2	1
10170.2	1	1	0	1	1	0	0	0	0	0	0	3	1	0
10170.1.1	1	0	0	0	0	0	1	0	0	0	0	13	2	0
10170.1.2.2	0	0	0	0	0	0	1	0	0	0	0	1	0	0
10170.1.2.1.1	0	0	0	1	1	0	0	0	1	0	1	3	0	0
10170.1.2.1.2.1	1	1	0	1	0	0	0	0	0	0	0	0	0	1
10170.1.2.1.2.2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
10171	2	1	2	2	2	2	2	2	2	1	1	1	2	1
10172	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10173	1	1	1	1	1	1	1	2	1	1	1	1	1	2
10174	0	0	0	0	0	0	0	0	0	2	1	2	1	1
10175	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10176	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10177	1	1	0	0	0	0	0	0	0	0	0	0	0	0
10178	1	0	1	1	1	1	1	2	1	0	0	0	0	0
10179	0	0	1	1	1	2	1	3	0	0	0	0	0	0
1018	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10180	1	0	2	2	1	1	2	2	2	1	1	1	1	1
10181	0	1	1	2	1	1	1	1	1	0	0	0	0	0
10182	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10183	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10184	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10185	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10186	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10187	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10188	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10189	1	0	1	1	1	1	1	1	1	1	1	1	1	1
1019	1	1	1	1	1	0	1	1	1	1	1	1	1	1
10190	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10191	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10192	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10193	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10194	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10195	0	1	1	1	1	1	1	1	1	0	0	0	0	0
10196	0	0	0	1	0	0	1	1	1	0	0	0	0	0
10197	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10198	0	0	0	0	0	0	0	0	0	1	1	0	1	1
10199	0	0	0	0	0	1	0	0	0	0	0	0	0	0
102	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1020	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10200	1	1	1	1	1	1	1	1	1	1	0	1	1	2
10201	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10202	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10203	0	0	1	1	0	0	0	0	0	0	0	0	0	0
10204	2	1	1	1	1	1	1	1	1	1	1	1	1	2
10205	1	0	1	1	1	1	1	1	1	1	1	1	1	3
10206	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10207	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10208	0	0	0	0	0	0	0	0	0	0	1	0	0	0
10209	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1021	0	0	0	0	0	0	0	0	0	2	1	1	2	2
10210	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10211	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10212	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10213	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10214	0	0	0	0	0	0	0	0	0	0	0	0	1	3
10215	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10216	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10217	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10218	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10219	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1022	0	0	0	0	0	0	0	0	0	1	1	1	1	1
10220	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10221	1	1	1	2	1	1	1	1	1	1	1	1	1	0
10222	1	0	1	1	1	1	1	1	1	1	1	1	1	1
10223	0	1	0	0	0	0	0	0	0	1	1	1	1	1
10224	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10225	1	0	1	1	1	1	1	1	1	1	0	1	2	1
10226	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10227	1	3	1	1	1	1	1	1	1	1	2	2	1	4
10228	1	1	1	1	1	1	1	1	1	0	0	0	0	0
10229	0	0	0	0	0	0	0	0	0	1	1	1	1	1
1023	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10230	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10231	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10232	2	1	1	0	1	1	1	1	1	0	0	0	0	0
10233	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10234	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10235	1	1	1	1	1	1	1	1	1	2	1	2	1	1
10236	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10237	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10238	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10239	0	0	0	0	0	0	0	0	0	0	0	0	1	2
1024	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10240	3	3	3	3	3	3	3	3	3	1	1	1	1	1
10241	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10242	0	0	1	1	0	1	0	0	0	0	0	0	0	0
10243	1	2	2	2	2	2	2	2	2	1	1	1	1	1
10244	0	1	0	0	0	0	0	0	0	0	1	1	0	1
10245	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10246	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10247	0	0	1	1	1	1	0	0	0	0	0	0	0	0
10248	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10249	0	0	0	0	0	0	0	1	1	0	0	0	0	0
1025	1	0	1	1	1	1	1	1	1	1	1	1	2	2
10250	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10251	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10252	0	0	1	1	0	1	0	0	0	0	0	0	0	0
10253	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10254	0	0	0	0	0	0	0	0	0	1	1	1	1	1
10255	0	0	0	0	0	0	0	0	0	0	0	1	0	1
10256	1	1	1	1	1	1	1	1	1	0	1	0	0	0
10257	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10258	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10259	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1026	1	0	1	1	1	1	1	1	1	0	0	0	0	0
10260	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10261	2	1	1	1	1	1	1	1	1	1	1	1	1	1
10262	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10263	0	0	0	0	0	0	0	0	0	1	1	1	2	1
10264	1	2	1	1	1	1	1	1	1	1	1	1	1	1
10265	0	0	0	0	0	0	0	0	0	1	0	0	0	1
10266	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10267	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10268	1	1	1	1	1	1	1	1	1	2	1	1	2	1
10269	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1027	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10270	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10271	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10272	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10273	0	0	0	0	0	0	0	0	0	1	0	1	0	0
10274	1	0	0	0	0	0	0	0	0	0	1	0	2	1
10275	0	0	0	0	0	0	0	0	0	0	0	0	1	2
10276	5	0	2	2	3	2	2	2	2	6	5	2	10	7
10277	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10278	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10279	1	2	1	1	0	1	1	1	1	1	1	1	1	3
1028	0	0	1	1	0	0	0	0	0	0	0	0	0	0
10280	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10281	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10282	1	0	1	1	1	1	1	1	1	1	1	1	2	2
10283	1	0	1	2	1	1	1	1	1	0	0	0	0	0
10284	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10285	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10286	0	0	1	1	0	0	1	2	3	0	0	0	0	0
10287	1	1	1	1	1	1	1	1	1	1	1	0	1	1
10288	0	0	0	0	0	0	0	0	0	1	1	1	1	1
10289	0	0	0	0	0	0	0	0	0	3	2	1	4	2
1029	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10290	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10291	0	0	0	0	0	0	0	0	0	1	0	1	0	0
10292	1	1	1	1	1	1	1	1	1	1	1	0	1	0
10293	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10294	1	1	1	1	1	1	1	1	1	1	1	1	3	1
10295	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10296	0	0	0	0	0	0	0	0	0	0	0	1	0	0
10297	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10298	0	0	0	2	1	1	1	0	1	0	0	0	0	0
10299.1	1	1	1	1	1	1	1	1	1	0	0	0	1	1
10299.2	1	1	0	0	0	0	2	1	1	1	1	1	1	1
103	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1030	0	0	0	0	0	0	0	0	0	0	0	0	1	2
10300	0	1	0	0	0	0	0	1	0	0	0	1	1	1
10301	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10302	1	0	2	2	1	0	1	1	1	2	1	1	2	1
10303	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10304	1	1	1	1	1	1	1	1	1	0	0	0	0	0
10305	1	1	1	1	1	1	1	1	1	1	1	1	4	4
10306	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10307	0	0	0	0	0	0	0	0	0	2	1	0	1	1
10308	0	0	0	0	0	0	0	0	0	1	0	1	1	2
10309	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1031	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10310	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10311	1	3	1	1	1	1	1	1	1	1	1	1	1	1
10312	0	0	0	0	0	0	0	0	0	0	0	0	2	16
10313	1	1	1	2	1	1	1	1	1	1	1	0	1	2
10314	1	0	1	1	1	3	1	1	1	0	0	0	0	0
10315	1	2	1	1	1	1	1	1	1	0	1	1	2	1
10316	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10317	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10318	0	0	1	1	1	1	1	1	1	0	0	0	0	0
10319	2	0	3	3	2	3	2	2	2	0	0	0	0	0
1032	0	0	1	1	1	1	1	1	1	0	0	0	0	0
10320	0	0	1	1	1	1	0	1	1	0	0	0	0	0
10321	0	0	0	0	0	0	0	0	0	0	0	1	0	0
10322	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10323	0	0	0	0	0	0	0	0	0	0	0	0	3	1
10324	0	0	1	1	1	0	1	0	0	0	0	0	0	0
10325	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10326	1	1	2	2	2	2	3	2	4	1	1	1	1	1
10327	2	0	1	1	1	1	1	1	1	1	0	1	1	2
10328	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10329	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1033	3	0	1	1	1	1	1	1	1	0	0	0	0	0
10330	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10331	0	0	1	0	0	1	0	1	0	0	0	0	0	0
10332	1	1	1	1	1	1	1	1	1	3	3	1	2	3
10333	1	0	2	2	2	1	1	1	1	1	0	0	2	1
10334	0	0	1	1	1	2	1	1	1	0	0	0	0	0
10335	1	5	0	0	0	3	1	0	0	0	0	0	0	0
10336	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10337	1	1	1	1	1	1	1	1	1	2	1	2	1	6
10338	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10339	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1034	1	2	1	1	1	1	1	1	1	1	1	1	1	1
10340	1	2	1	1	1	1	1	1	1	1	0	1	1	1
10341.1	1	1	1	1	1	1	1	1	1	0	0	1	0	0
10341.2	1	1	1	0	0	0	0	0	0	1	1	1	2	4
10342	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10343	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10344	0	0	0	0	0	0	0	0	0	0	1	0	0	0
10345	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10346	1	1	0	0	0	0	0	0	0	0	0	0	0	0
10347	0	0	1	1	1	1	0	0	0	0	0	0	0	0
10348	1	1	1	1	1	1	2	1	1	2	1	4	0	1
10349	1	1	1	1	2	1	1	1	1	0	0	0	0	0
1035	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10350	0	0	0	0	0	0	0	0	0	0	0	0	1	1
10351	1	0	0	0	0	0	0	0	0	0	0	1	1	1
10352	1	1	1	1	1	1	2	1	1	1	0	0	1	1
10353	0	0	0	0	0	0	0	0	0	0	0	0	1	1
10354	0	0	0	0	0	0	0	0	0	2	0	1	0	0
10355	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10356	0	0	0	0	0	0	0	1	1	0	0	0	0	1
10357	1	1	1	2	1	1	1	1	1	2	1	1	1	1
10358	1	1	1	1	1	1	1	1	1	0	0	0	0	0
10359	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1036	2	3	2	2	2	2	2	2	2	1	1	1	1	1
10360	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10361	0	0	0	0	0	0	0	0	0	0	1	1	2	1
10362	0	0	0	0	0	0	0	0	0	0	1	0	1	1
10363	1	0	1	1	1	1	1	1	1	1	1	1	2	0
10364	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10365	1	2	1	1	1	1	1	1	1	1	0	1	1	1
10366	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10367	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10368	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10369	1	0	1	1	1	1	1	1	1	0	0	0	0	0
1037	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10370	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10371	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10372	0	0	0	0	0	0	0	0	0	1	1	1	1	3
10373	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10374	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10375	0	0	0	0	0	0	1	1	1	0	0	0	0	0
10376	0	0	0	0	0	0	0	0	0	1	1	1	1	1
10377	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10378	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10379	1	2	2	2	2	2	2	2	2	0	0	0	0	0
1038	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10380	1	1	1	1	1	1	0	1	1	1	1	1	1	1
10381	0	0	1	1	1	1	2	1	1	0	0	0	0	0
10382	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10383	1	0	0	0	0	0	0	0	0	0	1	0	0	0
10384.1	1	1	0	0	0	0	1	0	0	0	0	0	1	1
10384.2.2	1	1	0	0	0	0	0	0	0	0	0	0	1	1
