ogs	type	total	musDom	gloMor	7	droMel	droYak	13	12	droAna	11	droPse	10	droWil	9	8	droMoj	droVir	6	anoGam	anoSte	4	anoDar	3	aedAeg	culQui	5	2	1
sim.712.057	total	2	NP	NP	NP	NP	NP	0	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	2	NP	0	NP	NP	NP	NP	NP	NP
sim.827.341	dup	914	NP	NP	NP	NP	NP	1	0	NP	7	NP	3	NP	NP	NP	NP	NP	NP	87	99	NP	11	NP	317	389	NP	NP	NP
sim.827.341	loss	11	NP	NP	NP	NP	NP	0	1	NP	0	NP	0	NP	NP	NP	NP	NP	NP	1	1	NP	2	NP	5	1	NP	NP	NP
sim.827.341	total	925	NP	NP	NP	NP	NP	1	1	NP	7	NP	3	NP	NP	NP	NP	NP	NP	88	100	NP	13	NP	322	390	NP	NP	NP
sim.519.341	dup	28	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	28	NP	NP	NP	NP
sim.519.341	loss	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	NP	NP	NP
sim.519.341	total	28	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	28	NP	NP	NP	NP
sim.287.005	dup	0	0	0	0	0	0	NP	NP	0	NP	0	NP	0	0	0	0	0	0	NP	NP	0	0	0	NP	NP	0	0	0
sim.287.005	loss	2	0	0	0	0	0	1	NP	0	1	0	NP	0	0	0	0	0	0	NP	NP	0	0	0	NP	NP	0	0	0
sim.287.005	total	2	0	0	0	0	0	1	NP	0	1	0	NP	0	0	0	0	0	0	NP	NP	0	0	0	NP	NP	0	0	0
sim.74.00114	dup	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
sim.74.00114	loss	4	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.74.00114	total	7	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
sim.607.005	dup	11	NP	NP	NP	NP	NP	0	2	NP	NP	NP	1	NP	NP	NP	NP	NP	NP	0	2	NP	6	NP	NP	0	NP	NP	NP
sim.607.005	loss	3	NP	NP	NP	NP	NP	0	0	NP	1	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	1	NP	1	0	NP	NP	NP
sim.607.005	total	14	NP	NP	NP	NP	NP	0	2	NP	1	NP	1	NP	NP	NP	NP	NP	NP	0	2	NP	7	NP	1	0	NP	NP	NP
sim.238.014	dup	5	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	3	NP	2	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP
sim.238.014	loss	1	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	0	1	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP
sim.238.014	total	6	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	3	NP	2	1	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP
sim.291.00057	dup	0	NP	0	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	0	NP	NP	0
sim.291.00057	loss	2	1	0	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	1	0	NP	0	0	NP	NP	0
sim.291.00057	total	2	1	0	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	1	0	NP	0	0	NP	NP	0
sim.940.005	dup	0	0	0	0	0	NP	NP	NP	0	NP	0	NP	0	0	NP	0	0	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.940.005	loss	1	0	0	0	0	1	NP	NP	0	NP	0	NP	0	0	NP	0	0	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.940.005	total	1	0	0	0	0	1	NP	NP	0	NP	0	NP	0	0	NP	0	0	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.11.057	dup	152	14	4	7	5	11	NP	NP	18	NP	11	NP	20	5	3	12	26	0	NP	NP	8	NP	3	NP	NP	2	3	NP
sim.11.057	loss	46	2	2	3	6	1	NP	NP	5	NP	5	NP	6	3	1	2	3	3	NP	NP	1	NP	2	NP	NP	1	0	NP
sim.11.057	total	198	16	6	10	11	12	NP	NP	23	NP	16	NP	26	8	4	14	29	3	NP	NP	9	NP	5	NP	NP	3	3	NP
sim.853.007	dup	2	NP	NP	NP	NP	NP	0	1	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	1	0	NP	0	NP	0	NP	NP	NP	NP
sim.853.007	loss	2	NP	NP	NP	NP	NP	0	0	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	1	NP	0	1	NP	NP	NP
sim.853.007	total	4	NP	NP	NP	NP	NP	0	1	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	1	0	NP	1	NP	0	1	NP	NP	NP
sim.138.341	dup	1786	43	12	15	178	178	NP	NP	171	NP	344	NP	262	5	26	166	352	4	NP	NP	18	NP	0	NP	NP	6	6	NP
sim.138.341	loss	113	2	1	9	12	14	NP	NP	11	NP	8	NP	11	12	7	5	5	10	NP	NP	0	NP	3	NP	NP	3	0	NP
sim.138.341	total	1899	45	13	24	190	192	NP	NP	182	NP	352	NP	273	17	33	171	357	14	NP	NP	18	NP	3	NP	NP	9	6	NP
sim.912.00057	dup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.912.00057	loss	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.912.00057	total	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.578.014	dup	11	NP	NP	2	0	0	NP	NP	4	NP	0	NP	3	NP	0	NP	1	0	NP	NP	1	NP	NP	NP	NP	0	NP	NP
sim.578.014	loss	7	NP	NP	0	1	0	NP	NP	1	NP	1	NP	1	NP	1	2	0	0	NP	NP	0	NP	NP	NP	NP	0	NP	NP
sim.578.014	total	18	NP	NP	2	1	0	NP	NP	5	NP	1	NP	4	NP	1	2	1	0	NP	NP	1	NP	NP	NP	NP	0	NP	NP
sim.526.00114	dup	1	0	0	0	0	0	0	0	0	NP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NP	0	0	0
sim.526.00114	loss	1	0	0	0	0	0	0	0	0	NP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
sim.526.00114	total	2	0	0	0	0	0	0	0	0	NP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
sim.735.057	dup	102	NP	NP	NP	NP	NP	15	4	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	29	37	NP	17	NP	NP	NP	NP	NP	NP
sim.735.057	loss	14	NP	NP	NP	NP	NP	0	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	8	3	NP	3	NP	NP	NP	NP	NP	NP
sim.735.057	total	116	NP	NP	NP	NP	NP	15	4	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	37	40	NP	20	NP	NP	NP	NP	NP	NP
sim.111.014	dup	5	1	0	0	0	NP	NP	NP	0	NP	2	NP	NP	NP	NP	NP	NP	1	NP	NP	NP	NP	1	NP	NP	NP	0	NP
sim.111.014	loss	5	0	1	0	0	1	NP	NP	0	NP	0	NP	1	1	1	NP	NP	0	NP	NP	NP	NP	0	NP	NP	NP	0	NP
sim.111.014	total	10	1	1	0	0	1	NP	NP	0	NP	2	NP	1	1	1	NP	NP	1	NP	NP	NP	NP	1	NP	NP	NP	0	NP
sim.2.034	dup	11	2	3	NP	NP	NP	NP	NP	2	NP	NP	0	0	NP	NP	NP	0	NP	NP	2	1	NP	0	1	NP	NP	0	0
sim.2.034	loss	9	0	0	NP	NP	NP	NP	NP	0	NP	1	0	1	NP	1	2	0	1	1	0	0	1	0	0	1	NP	0	0
sim.2.034	total	20	2	3	NP	NP	NP	NP	NP	2	NP	1	0	1	NP	1	2	0	1	1	2	1	1	0	1	1	NP	0	0
sim.77.114	dup	30	NP	NP	1	4	4	NP	NP	4	NP	6	NP	3	1	3	3	0	NP	NP	NP	1	NP	NP	NP	NP	0	NP	NP
sim.77.114	loss	8	NP	NP	1	0	2	NP	NP	1	NP	1	NP	1	1	0	1	0	NP	NP	NP	0	NP	NP	NP	NP	0	NP	NP
sim.77.114	total	38	NP	NP	2	4	6	NP	NP	5	NP	7	NP	4	2	3	4	0	NP	NP	NP	1	NP	NP	NP	NP	0	NP	NP
sim.240.014	dup	21	2	2	0	1	1	NP	NP	2	NP	NP	NP	4	2	1	0	1	NP	NP	NP	1	NP	2	NP	NP	0	2	NP
sim.240.014	loss	13	1	1	0	0	0	NP	NP	1	NP	3	NP	1	1	1	1	2	1	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.240.014	total	34	3	3	0	1	1	NP	NP	3	NP	3	NP	5	3	2	1	3	1	NP	NP	1	NP	2	NP	NP	0	2	NP
sim.415.023	dup	134	10	4	7	5	7	NP	NP	8	NP	12	NP	15	7	6	13	10	3	NP	NP	15	NP	2	NP	0	3	7	0
sim.415.023	loss	84	2	1	5	5	4	NP	1	9	NP	10	NP	8	8	6	7	4	5	NP	NP	0	NP	6	1	0	2	0	0
sim.415.023	total	218	12	5	12	10	11	NP	1	17	NP	22	NP	23	15	12	20	14	8	NP	NP	15	NP	8	1	0	5	7	0
sim.956.114	dup	22	NP	NP	NP	NP	NP	NP	NP	NP	NP	13	NP	4	NP	NP	NP	3	NP	NP	NP	1	NP	NP	NP	NP	1	NP	NP
sim.956.114	loss	5	NP	NP	1	NP	NP	NP	NP	NP	NP	0	NP	0	1	NP	1	0	2	NP	NP	0	NP	NP	NP	NP	0	NP	NP
sim.956.114	total	27	NP	NP	1	NP	NP	NP	NP	NP	NP	13	NP	4	1	NP	1	3	2	NP	NP	1	NP	NP	NP	NP	1	NP	NP
sim.185.007	dup	17	2	1	0	3	0	0	NP	1	0	1	0	1	1	0	0	1	0	0	0	0	NP	1	0	0	0	5	0
sim.185.007	loss	14	1	2	1	0	0	0	NP	1	0	2	0	0	1	0	1	1	0	0	0	0	1	2	0	0	1	0	0
sim.185.007	total	31	3	3	1	3	0	0	NP	2	0	3	0	1	2	0	1	2	0	0	0	0	1	3	0	0	1	5	0
sim.599.023	dup	20	NP	NP	NP	NP	NP	0	1	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	11	8	NP	NP	NP
sim.599.023	loss	1	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	1	NP	0	0	NP	NP	NP
sim.599.023	total	21	NP	NP	NP	NP	NP	0	1	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	1	NP	11	8	NP	NP	NP
sim.862.341	dup	890	NP	NP	NP	NP	NP	14	10	NP	2	NP	2	NP	NP	NP	NP	NP	NP	168	339	NP	218	NP	8	129	NP	NP	NP
sim.862.341	loss	28	NP	NP	NP	NP	NP	1	0	NP	1	NP	0	NP	NP	NP	NP	NP	NP	10	7	NP	6	NP	2	1	NP	NP	NP
sim.862.341	total	918	NP	NP	NP	NP	NP	15	10	NP	3	NP	2	NP	NP	NP	NP	NP	NP	178	346	NP	224	NP	10	130	NP	NP	NP
sim.801.00057	dup	0	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	0	NP	NP	NP
sim.801.00057	loss	0	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	0	NP	NP	NP
sim.801.00057	total	0	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	0	NP	NP	NP
sim.18.009	dup	3	NP	NP	0	0	0	NP	NP	0	NP	2	NP	0	0	0	1	0	0	NP	NP	0	NP	NP	NP	NP	0	NP	NP
sim.18.009	loss	0	NP	NP	0	0	0	NP	NP	0	NP	0	NP	0	0	0	0	0	0	NP	NP	0	NP	NP	NP	NP	0	NP	NP
sim.18.009	total	3	NP	NP	0	0	0	NP	NP	0	NP	2	NP	0	0	0	1	0	0	NP	NP	0	NP	NP	NP	NP	0	NP	NP
sim.452.341	dup	346	NP	NP	2	56	37	NP	NP	113	NP	34	NP	11	3	6	56	24	1	NP	NP	2	NP	NP	NP	NP	1	NP	NP
sim.452.341	loss	20	NP	NP	0	2	5	NP	NP	1	NP	2	NP	2	1	3	2	1	1	NP	NP	0	NP	NP	NP	NP	0	NP	NP
sim.452.341	total	366	NP	NP	2	58	42	NP	NP	114	NP	36	NP	13	4	9	58	25	2	NP	NP	2	NP	NP	NP	NP	1	NP	NP
sim.216.00114	dup	1	0	0	0	0	0	NP	NP	0	NP	0	NP	0	1	0	0	0	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.216.00114	loss	0	0	0	0	0	0	NP	NP	0	NP	0	NP	0	0	0	0	0	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.216.00114	total	1	0	0	0	0	0	NP	NP	0	NP	0	NP	0	1	0	0	0	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.744.341	dup	226	NP	NP	NP	NP	NP	NP	NP	NP	2	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	51	173	NP	NP	NP
sim.744.341	loss	2	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	1	1	NP	NP	NP
sim.744.341	total	228	NP	NP	NP	NP	NP	NP	NP	NP	2	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	52	174	NP	NP	NP
sim.159.057	dup	87	NP	NP	NP	NP	NP	4	2	NP	4	NP	4	NP	NP	NP	NP	NP	NP	13	17	NP	2	NP	12	29	NP	NP	NP
sim.159.057	loss	15	NP	NP	NP	NP	NP	0	2	NP	1	NP	0	NP	NP	NP	NP	NP	NP	4	2	NP	2	NP	3	1	NP	NP	NP
sim.159.057	total	102	NP	NP	NP	NP	NP	4	4	NP	5	NP	4	NP	NP	NP	NP	NP	NP	17	19	NP	4	NP	15	30	NP	NP	NP
sim.346.341	dup	125	NP	NP	NP	NP	NP	1	0	NP	NP	NP	1	NP	NP	NP	NP	NP	NP	5	0	NP	13	NP	105	NP	NP	NP	NP
sim.346.341	loss	4	NP	NP	NP	NP	NP	1	0	NP	1	NP	0	NP	NP	NP	NP	NP	NP	0	1	NP	0	NP	0	1	NP	NP	NP
sim.346.341	total	129	NP	NP	NP	NP	NP	2	0	NP	1	NP	1	NP	NP	NP	NP	NP	NP	5	1	NP	13	NP	105	1	NP	NP	NP
sim.127.341	dup	284	0	48	NP	57	49	NP	NP	19	NP	47	NP	12	NP	9	NP	36	3	NP	NP	0	NP	0	NP	NP	2	2	NP
sim.127.341	loss	23	1	0	1	1	4	NP	NP	4	NP	4	NP	2	1	2	1	0	0	NP	NP	1	NP	1	NP	NP	0	0	NP
sim.127.341	total	307	1	48	1	58	53	NP	NP	23	NP	51	NP	14	1	11	1	36	3	NP	NP	1	NP	1	NP	NP	2	2	NP
sim.226.034	dup	13	NP	3	0	4	0	NP	NP	2	NP	2	NP	NP	NP	1	NP	NP	1	NP	NP	NP	NP	NP	NP	NP	NP	0	NP
sim.226.034	loss	6	1	0	0	1	0	NP	NP	1	NP	1	NP	1	1	0	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	0	NP
sim.226.034	total	19	1	3	0	5	0	NP	NP	3	NP	3	NP	1	1	1	NP	NP	1	NP	NP	NP	NP	NP	NP	NP	NP	0	NP
sim.579.341	dup	57	NP	NP	NP	NP	NP	NP	1	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	18	24	NP	14	NP	NP	NP	NP	NP	NP
sim.579.341	loss	3	NP	NP	NP	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	1	1	NP	1	NP	NP	NP	NP	NP	NP
sim.579.341	total	60	NP	NP	NP	NP	NP	NP	1	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	19	25	NP	15	NP	NP	NP	NP	NP	NP
sim.673.014	dup	8	NP	NP	0	0	1	NP	0	0	2	0	0	NP	0	1	0	0	0	NP	0	1	3	NP	0	0	NP	NP	0
sim.673.014	loss	8	NP	NP	0	0	1	NP	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	1	1	1	NP	NP	0
sim.673.014	total	16	NP	NP	0	0	2	NP	0	0	2	0	0	2	0	2	0	0	0	1	0	1	3	1	1	1	NP	NP	0
sim.992.341	dup	90	NP	NP	NP	NP	NP	NP	NP	NP	2	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	80	8	NP	NP	NP
sim.992.341	loss	2	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	2	NP	NP	NP
sim.992.341	total	92	NP	NP	NP	NP	NP	NP	NP	NP	2	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	80	10	NP	NP	NP
sim.304.009	dup	19	0	0	1	1	0	0	0	1	NP	0	NP	4	1	0	3	5	0	0	0	2	0	0	NP	NP	1	0	0
sim.304.009	loss	8	0	0	0	0	1	0	0	1	1	1	NP	1	0	1	0	0	2	0	0	0	0	0	NP	NP	0	0	0
sim.304.009	total	27	0	0	1	1	1	0	0	2	1	1	NP	5	1	1	3	5	2	0	0	2	0	0	NP	NP	1	0	0
sim.336.014	dup	26	0	6	0	1	3	NP	NP	0	NP	2	NP	0	3	1	2	1	0	NP	NP	2	NP	0	NP	NP	0	5	NP
sim.336.014	loss	19	2	1	1	1	2	NP	NP	0	NP	1	NP	2	2	0	0	3	0	NP	NP	2	NP	1	NP	NP	1	0	NP
sim.336.014	total	45	2	7	1	2	5	NP	NP	0	NP	3	NP	2	5	1	2	4	0	NP	NP	4	NP	1	NP	NP	1	5	NP
sim.206.034	dup	33	NP	NP	0	0	1	NP	NP	0	NP	2	NP	16	0	1	5	4	1	NP	NP	2	NP	NP	NP	NP	1	NP	NP
sim.206.034	loss	6	NP	NP	0	1	0	NP	NP	0	NP	1	NP	0	1	1	0	0	1	NP	NP	0	NP	NP	NP	NP	1	NP	NP
sim.206.034	total	39	NP	NP	0	1	1	NP	NP	0	NP	3	NP	16	1	2	5	4	2	NP	NP	2	NP	NP	NP	NP	2	NP	NP
sim.455.005	dup	6	NP	NP	NP	NP	NP	1	1	NP	0	NP	1	NP	NP	NP	NP	NP	NP	0	0	NP	1	NP	1	1	NP	NP	NP
sim.455.005	loss	3	NP	NP	NP	NP	NP	2	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	1	NP	NP	NP
sim.455.005	total	9	NP	NP	NP	NP	NP	3	1	NP	0	NP	1	NP	NP	NP	NP	NP	NP	0	0	NP	1	NP	1	2	NP	NP	NP
sim.862.023	dup	35	0	2	1	1	2	1	NP	1	NP	7	NP	2	2	1	5	0	1	2	1	3	NP	1	NP	NP	NP	2	0
sim.862.023	loss	19	1	1	0	1	1	0	NP	2	1	0	NP	3	2	1	0	1	2	0	0	1	1	1	NP	NP	NP	0	0
sim.862.023	total	54	1	3	1	2	3	1	NP	3	1	7	NP	5	4	2	5	1	3	2	1	4	1	2	NP	NP	NP	2	0
sim.736.002	dup	0	NP	NP	NP	NP	NP	0	NP	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	NP	NP	0	0	NP	NP	NP
sim.736.002	loss	1	NP	NP	NP	NP	NP	0	NP	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	1	NP	0	0	NP	NP	NP
sim.736.002	total	1	NP	NP	NP	NP	NP	0	NP	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	1	NP	0	0	NP	NP	NP
sim.579.023	dup	19	NP	NP	NP	NP	NP	1	0	NP	NP	NP	2	NP	NP	NP	NP	NP	NP	1	0	NP	9	NP	NP	6	NP	NP	NP
sim.579.023	loss	5	NP	NP	NP	NP	NP	1	0	NP	2	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	1	NP	1	0	NP	NP	NP
sim.579.023	total	24	NP	NP	NP	NP	NP	2	0	NP	2	NP	2	NP	NP	NP	NP	NP	NP	1	0	NP	10	NP	1	6	NP	NP	NP
sim.956.014	dup	6	NP	NP	NP	0	0	NP	NP	NP	0	0	NP	1	1	0	0	1	0	NP	NP	1	NP	NP	1	1	0	NP	0
sim.956.014	loss	6	NP	NP	NP	0	0	NP	1	1	0	0	NP	0	0	0	1	1	0	NP	NP	0	NP	1	0	0	1	NP	0
sim.956.014	total	12	NP	NP	NP	0	0	NP	1	1	0	0	NP	1	1	0	1	2	0	NP	NP	1	NP	1	1	1	1	NP	0
sim.550.00057	dup	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.550.00057	loss	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.550.00057	total	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.695.034	dup	31	NP	3	3	4	6	NP	NP	1	NP	0	NP	7	NP	4	0	0	0	NP	NP	2	NP	NP	NP	NP	0	1	NP
sim.695.034	loss	15	1	0	0	1	2	NP	NP	2	NP	1	NP	1	2	0	1	1	1	NP	NP	0	NP	1	NP	NP	1	0	NP
sim.695.034	total	46	1	3	3	5	8	NP	NP	3	NP	1	NP	8	2	4	1	1	1	NP	NP	2	NP	1	NP	NP	1	1	NP
sim.196.002	dup	2	NP	NP	0	0	0	0	0	0	1	0	0	NP	0	0	0	0	0	1	0	0	0	NP	0	0	NP	NP	0
sim.196.002	loss	2	NP	NP	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	NP	NP	0
sim.196.002	total	4	NP	NP	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	NP	NP	0
sim.567.005	dup	8	0	NP	1	2	0	0	NP	0	NP	0	0	2	0	0	0	0	0	0	0	0	NP	NP	2	NP	0	1	0
sim.567.005	loss	4	0	1	0	0	0	0	NP	0	NP	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
sim.567.005	total	12	0	1	1	2	0	0	NP	0	NP	0	0	2	0	0	0	0	0	0	0	0	1	1	2	1	0	1	0
sim.242.00114	dup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.242.00114	loss	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.242.00114	total	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.297.009	dup	2	NP	NP	0	0	0	NP	NP	2	NP	0	NP	NP	NP	0	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP
sim.297.009	loss	0	NP	NP	0	0	0	NP	NP	0	NP	0	NP	NP	NP	0	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP
sim.297.009	total	2	NP	NP	0	0	0	NP	NP	2	NP	0	NP	NP	NP	0	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP
sim.812.005	dup	1	NP	NP	NP	NP	NP	0	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	0	NP	1	NP	NP	NP	NP	NP	NP
sim.812.005	loss	0	NP	NP	NP	NP	NP	0	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	NP	NP	NP	NP	NP
sim.812.005	total	1	NP	NP	NP	NP	NP	0	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	0	NP	1	NP	NP	NP	NP	NP	NP
sim.672.023	dup	32	4	4	1	1	1	NP	NP	5	NP	0	NP	0	3	2	3	3	0	NP	NP	1	NP	2	NP	NP	0	2	NP
sim.672.023	loss	9	1	1	0	0	0	NP	NP	0	NP	1	NP	1	1	1	1	0	0	NP	NP	2	NP	0	NP	NP	0	0	NP
sim.672.023	total	41	5	5	1	1	1	NP	NP	5	NP	1	NP	1	4	3	4	3	0	NP	NP	3	NP	2	NP	NP	0	2	NP
sim.743.002	dup	5	NP	NP	NP	NP	NP	NP	NP	NP	2	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	2	1	NP	NP	NP
sim.743.002	loss	1	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	1	NP	NP	NP
sim.743.002	total	6	NP	NP	NP	NP	NP	NP	NP	NP	2	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	2	2	NP	NP	NP
sim.504.057	dup	5	NP	NP	NP	NP	NP	NP	NP	NP	1	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	4	NP	NP	NP
sim.504.057	loss	1	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	1	0	NP	NP	NP
sim.504.057	total	6	NP	NP	NP	NP	NP	NP	NP	NP	1	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	1	4	NP	NP	NP
sim.53.034	dup	188	32	21	1	5	6	NP	NP	10	NP	8	NP	20	9	2	33	15	2	NP	NP	5	NP	7	NP	NP	3	9	NP
sim.53.034	loss	46	0	6	3	3	0	NP	NP	4	NP	4	NP	5	3	1	4	2	3	NP	NP	3	NP	3	NP	NP	2	0	NP
sim.53.034	total	234	32	27	4	8	6	NP	NP	14	NP	12	NP	25	12	3	37	17	5	NP	NP	8	NP	10	NP	NP	5	9	NP
sim.844.002	dup	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
sim.844.002	loss	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.844.002	total	6	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
sim.638.005	dup	2	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	2	NP	0	0	NP	NP	NP
sim.638.005	loss	0	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	0	NP	NP	NP
sim.638.005	total	2	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	2	NP	0	0	NP	NP	NP
sim.864.014	dup	8	2	NP	0	0	0	NP	NP	0	NP	1	NP	0	2	1	0	1	NP	NP	NP	0	NP	NP	NP	NP	0	1	NP
sim.864.014	loss	7	0	1	1	1	0	NP	NP	0	NP	1	NP	1	0	0	0	1	NP	NP	NP	0	NP	1	NP	NP	0	0	NP
sim.864.014	total	15	2	1	1	1	0	NP	NP	0	NP	2	NP	1	2	1	0	2	NP	NP	NP	0	NP	1	NP	NP	0	1	NP
