ogs	type	total	musDom	gloMor	7	droMel	droYak	13	12	droAna	11	droPse	10	droWil	9	8	droMoj	droVir	6	anoGam	anoSte	4	anoDar	3	aedAeg	culQui	5	2	1
sim.467.00114	total	2	0	0	0	0	0	NP	NP	0	NP	0	NP	0	0	0	0	0	1	NP	NP	0	NP	0	NP	NP	0	1	NP
sim.562.007	dup	8	1	1	1	0	1	NP	NP	0	NP	0	NP	0	1	0	0	1	0	NP	NP	1	NP	0	NP	NP	0	1	NP
sim.562.007	loss	6	0	0	0	0	1	NP	NP	1	NP	0	NP	2	0	0	1	0	0	NP	NP	0	NP	1	NP	NP	0	0	NP
sim.562.007	total	14	1	1	1	0	2	NP	NP	1	NP	0	NP	2	1	0	1	1	0	NP	NP	1	NP	1	NP	NP	0	1	NP
sim.7.00114	dup	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
sim.7.00114	loss	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.7.00114	total	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
sim.153.00057	dup	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.153.00057	loss	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.153.00057	total	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.282.00114	dup	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	2	0
sim.282.00114	loss	5	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
sim.282.00114	total	12	1	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	2	0
sim.972.009	dup	3	NP	NP	NP	NP	NP	1	1	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	1	NP	0	NP	NP	NP	NP	NP	NP
sim.972.009	loss	1	NP	NP	NP	NP	NP	0	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	0	NP	1	NP	NP	NP	NP	NP	NP
sim.972.009	total	4	NP	NP	NP	NP	NP	1	1	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	1	NP	1	NP	NP	NP	NP	NP	NP
sim.196.007	dup	23	3	0	0	1	2	NP	NP	1	1	4	NP	2	1	0	0	4	0	NP	NP	0	NP	0	1	0	0	3	0
sim.196.007	loss	9	0	2	0	0	0	NP	1	1	0	0	NP	1	1	1	0	0	0	NP	NP	0	NP	1	0	1	0	0	0
sim.196.007	total	32	3	2	0	1	2	NP	1	2	1	4	NP	3	2	1	0	4	0	NP	NP	0	NP	1	1	1	0	3	0
sim.734.034	dup	5	NP	NP	NP	NP	NP	0	1	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	1	NP	NP	3	NP	NP	NP
sim.734.034	loss	2	NP	NP	NP	NP	NP	1	0	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	1	0	NP	NP	NP
sim.734.034	total	7	NP	NP	NP	NP	NP	1	1	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	1	NP	1	3	NP	NP	NP
sim.752.014	dup	49	2	0	2	2	1	NP	NP	4	NP	8	NP	8	2	2	6	1	1	NP	NP	2	NP	1	NP	NP	2	5	NP
sim.752.014	loss	23	2	0	3	2	0	NP	NP	2	NP	1	NP	3	5	1	0	1	1	NP	NP	1	NP	1	NP	NP	0	0	NP
sim.752.014	total	72	4	0	5	4	1	NP	NP	6	NP	9	NP	11	7	3	6	2	2	NP	NP	3	NP	2	NP	NP	2	5	NP
sim.824.034	dup	79	NP	NP	NP	NP	NP	8	4	NP	5	NP	1	NP	NP	NP	NP	NP	NP	7	19	NP	7	NP	3	25	NP	NP	NP
sim.824.034	loss	12	NP	NP	NP	NP	NP	0	0	NP	1	NP	0	NP	NP	NP	NP	NP	NP	2	3	NP	3	NP	3	0	NP	NP	NP
sim.824.034	total	91	NP	NP	NP	NP	NP	8	4	NP	6	NP	1	NP	NP	NP	NP	NP	NP	9	22	NP	10	NP	6	25	NP	NP	NP
sim.419.00057	dup	0	NP	0	0	0	0	NP	NP	0	0	0	0	0	0	0	0	0	0	NP	NP	0	0	NP	0	0	0	0	0
sim.419.00057	loss	2	1	0	0	0	0	1	NP	0	0	0	0	0	0	0	0	0	0	NP	NP	0	0	NP	0	0	0	0	0
sim.419.00057	total	2	1	0	0	0	0	1	NP	0	0	0	0	0	0	0	0	0	0	NP	NP	0	0	NP	0	0	0	0	0
sim.609.057	dup	151	NP	NP	NP	NP	NP	10	11	NP	NP	NP	3	NP	NP	NP	NP	NP	NP	28	63	NP	33	NP	3	NP	NP	NP	NP
sim.609.057	loss	28	NP	NP	NP	NP	NP	1	0	NP	3	NP	0	NP	NP	NP	NP	NP	NP	7	7	NP	9	NP	0	1	NP	NP	NP
sim.609.057	total	179	NP	NP	NP	NP	NP	11	11	NP	3	NP	3	NP	NP	NP	NP	NP	NP	35	70	NP	42	NP	3	1	NP	NP	NP
sim.852.00057	dup	1	0	0	0	0	0	1	0	0	NP	0	0	0	0	0	0	0	0	0	0	0	0	0	NP	0	0	0	0
sim.852.00057	loss	1	0	0	0	0	0	0	0	0	NP	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
sim.852.00057	total	2	0	0	0	0	0	1	0	0	NP	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
sim.1.023	dup	22	NP	0	NP	NP	NP	4	3	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	3	7	NP	1	NP	4	NP	NP	NP	0
sim.1.023	loss	8	1	0	NP	NP	NP	0	0	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	3	1	1	1	NP	0	1	NP	NP	0
sim.1.023	total	30	1	0	NP	NP	NP	4	3	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	6	8	1	2	NP	4	1	NP	NP	0
sim.45.057	dup	70	13	15	1	NP	1	NP	NP	4	NP	8	NP	8	1	NP	8	1	1	NP	NP	2	NP	4	NP	NP	1	2	NP
sim.45.057	loss	22	2	2	2	2	0	NP	NP	1	NP	2	NP	2	2	2	1	1	0	NP	NP	1	NP	1	NP	NP	1	0	NP
sim.45.057	total	92	15	17	3	2	1	NP	NP	5	NP	10	NP	10	3	2	9	2	1	NP	NP	3	NP	5	NP	NP	2	2	NP
sim.893.005	dup	7	0	0	0	0	0	0	0	1	NP	0	0	0	0	0	0	0	0	0	0	1	1	0	NP	2	0	2	0
sim.893.005	loss	6	1	1	1	0	0	0	0	0	NP	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
sim.893.005	total	13	1	1	1	0	0	0	0	1	NP	0	0	0	1	0	0	0	0	0	0	2	1	0	1	2	0	2	0
sim.779.057	dup	81	NP	NP	NP	NP	NP	4	3	NP	NP	NP	6	NP	NP	NP	NP	NP	NP	15	15	NP	14	NP	10	14	NP	NP	NP
sim.779.057	loss	19	NP	NP	NP	NP	NP	4	1	NP	4	NP	0	NP	NP	NP	NP	NP	NP	3	3	NP	1	NP	1	2	NP	NP	NP
sim.779.057	total	100	NP	NP	NP	NP	NP	8	4	NP	4	NP	6	NP	NP	NP	NP	NP	NP	18	18	NP	15	NP	11	16	NP	NP	NP
sim.164.007	dup	2	NP	NP	NP	NP	NP	NP	NP	NP	1	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	1	0	NP	NP	NP
sim.164.007	loss	1	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	1	0	NP	NP	NP
sim.164.007	total	3	NP	NP	NP	NP	NP	NP	NP	NP	1	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	2	0	NP	NP	NP
sim.542.057	dup	64	NP	NP	NP	NP	NP	1	NP	NP	2	NP	1	NP	NP	NP	NP	NP	NP	4	1	NP	NP	NP	46	9	NP	NP	NP
sim.542.057	loss	5	NP	NP	NP	NP	NP	0	1	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	1	NP	1	NP	1	1	NP	NP	NP
sim.542.057	total	69	NP	NP	NP	NP	NP	1	1	NP	2	NP	1	NP	NP	NP	NP	NP	NP	4	2	NP	1	NP	47	10	NP	NP	NP
sim.573.00057	dup	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
sim.573.00057	loss	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
sim.573.00057	total	7	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0
sim.95.009	dup	7	NP	NP	NP	NP	NP	1	0	NP	0	NP	2	NP	NP	NP	NP	NP	NP	0	1	NP	2	NP	0	1	NP	NP	NP
sim.95.009	loss	5	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	1	1	NP	1	NP	2	0	NP	NP	NP
sim.95.009	total	12	NP	NP	NP	NP	NP	1	0	NP	0	NP	2	NP	NP	NP	NP	NP	NP	1	2	NP	3	NP	2	1	NP	NP	NP
sim.204.002	dup	2	0	NP	0	0	0	0	0	0	NP	0	0	2	0	0	0	0	0	0	0	0	0	NP	0	NP	0	0	0
sim.204.002	loss	2	0	1	0	0	0	0	0	0	NP	0	0	0	0	0	0	0	0	0	0	0	0	NP	0	1	0	0	0
sim.204.002	total	4	0	1	0	0	0	0	0	0	NP	0	0	2	0	0	0	0	0	0	0	0	0	NP	0	1	0	0	0
sim.698.023	dup	15	NP	NP	NP	NP	NP	1	3	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	5	0	NP	6	NP	NP	NP	NP	NP	NP
sim.698.023	loss	5	NP	NP	NP	NP	NP	1	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	1	2	NP	1	NP	NP	NP	NP	NP	NP
sim.698.023	total	20	NP	NP	NP	NP	NP	2	3	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	6	2	NP	7	NP	NP	NP	NP	NP	NP
sim.711.00114	dup	5	2	0	0	0	0	0	1	0	NP	0	NP	0	0	0	0	0	0	0	1	0	0	0	NP	NP	0	1	0
sim.711.00114	loss	4	0	0	0	1	0	0	0	0	1	1	NP	0	0	0	0	0	0	0	0	0	1	0	NP	NP	0	0	0
sim.711.00114	total	9	2	0	0	1	0	0	1	0	1	1	NP	0	0	0	0	0	0	0	1	0	1	0	NP	NP	0	1	0
sim.651.014	dup	13	NP	NP	NP	NP	NP	0	2	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	2	5	NP	1	NP	3	NP	NP	NP	NP
sim.651.014	loss	5	NP	NP	NP	NP	NP	0	0	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	1	1	NP	2	NP	0	1	NP	NP	NP
sim.651.014	total	18	NP	NP	NP	NP	NP	0	2	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	3	6	NP	3	NP	3	1	NP	NP	NP
sim.881.00114	dup	2	NP	NP	0	0	0	1	NP	0	NP	0	NP	0	0	0	0	1	0	0	0	0	NP	NP	NP	NP	0	NP	0
sim.881.00114	loss	3	NP	NP	0	0	0	0	NP	0	1	0	NP	0	0	0	0	0	0	0	0	0	1	1	NP	NP	0	NP	0
sim.881.00114	total	5	NP	NP	0	0	0	1	NP	0	1	0	NP	0	0	0	0	1	0	0	0	0	1	1	NP	NP	0	NP	0
sim.972.014	dup	15	NP	NP	NP	NP	NP	NP	NP	NP	3	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	4	8	NP	NP	NP
sim.972.014	loss	3	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	2	1	NP	NP	NP
sim.972.014	total	18	NP	NP	NP	NP	NP	NP	NP	NP	3	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	6	9	NP	NP	NP
sim.369.005	dup	10	0	0	0	0	0	NP	NP	0	2	NP	2	0	0	0	1	0	NP	NP	1	0	1	0	2	1	0	0	0
sim.369.005	loss	7	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	NP	1	0	0	1	0	1	1	0	0	0
sim.369.005	total	17	0	0	0	0	0	1	1	0	2	1	2	0	0	0	1	0	NP	1	1	0	2	0	3	2	0	0	0
sim.467.023	dup	64	6	9	1	2	4	NP	NP	5	NP	8	NP	11	0	2	3	2	2	NP	NP	3	NP	2	NP	NP	0	4	NP
sim.467.023	loss	24	2	1	0	2	1	NP	NP	3	NP	1	NP	3	3	3	1	0	1	NP	NP	1	NP	1	NP	NP	1	0	NP
sim.467.023	total	88	8	10	1	4	5	NP	NP	8	NP	9	NP	14	3	5	4	2	3	NP	NP	4	NP	3	NP	NP	1	4	NP
sim.385.007	dup	20	1	2	0	0	0	1	0	1	NP	1	0	2	0	0	1	0	1	0	0	0	0	6	NP	0	0	4	0
sim.385.007	loss	12	1	3	2	0	0	0	0	0	NP	1	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0
sim.385.007	total	32	2	5	2	0	0	1	0	1	NP	2	0	2	1	0	2	2	1	0	0	0	0	6	1	0	0	4	0
sim.687.057	dup	254	11	8	4	9	10	NP	NP	24	NP	39	NP	35	6	7	39	36	3	NP	NP	14	NP	1	NP	NP	3	5	NP
sim.687.057	loss	67	1	1	5	3	6	NP	NP	5	NP	6	NP	9	10	4	4	2	7	NP	NP	1	NP	2	NP	NP	1	0	NP
sim.687.057	total	321	12	9	9	12	16	NP	NP	29	NP	45	NP	44	16	11	43	38	10	NP	NP	15	NP	3	NP	NP	4	5	NP
sim.451.014	dup	11	NP	NP	0	0	0	NP	NP	1	NP	7	NP	1	0	0	0	0	0	NP	NP	2	NP	NP	NP	NP	0	NP	NP
sim.451.014	loss	4	NP	NP	0	0	0	NP	NP	0	NP	0	NP	1	1	0	0	1	0	NP	NP	0	NP	NP	NP	NP	1	NP	NP
sim.451.014	total	15	NP	NP	0	0	0	NP	NP	1	NP	7	NP	2	1	0	0	1	0	NP	NP	2	NP	NP	NP	NP	1	NP	NP
sim.844.114	dup	208	47	72	6	10	29	NP	NP	20	NP	NP	NP	NP	0	11	1	3	NP	NP	NP	2	NP	5	NP	NP	NP	2	NP
sim.844.114	loss	31	3	1	0	7	3	NP	NP	2	NP	3	NP	3	2	4	1	0	NP	NP	NP	1	NP	0	NP	NP	1	0	NP
sim.844.114	total	239	50	73	6	17	32	NP	NP	22	NP	3	NP	3	2	15	2	3	NP	NP	NP	3	NP	5	NP	NP	1	2	NP
sim.944.023	dup	29	NP	NP	NP	NP	NP	1	2	NP	1	NP	0	NP	NP	NP	NP	NP	NP	3	5	NP	3	NP	9	5	NP	NP	NP
sim.944.023	loss	4	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	1	NP	2	NP	1	0	NP	NP	NP
sim.944.023	total	33	NP	NP	NP	NP	NP	1	2	NP	1	NP	0	NP	NP	NP	NP	NP	NP	3	6	NP	5	NP	10	5	NP	NP	NP
sim.64.114	dup	146	NP	NP	NP	NP	NP	7	4	NP	NP	NP	1	NP	NP	NP	NP	NP	NP	14	50	NP	60	NP	NP	10	NP	NP	NP
sim.64.114	loss	10	NP	NP	NP	NP	NP	3	0	NP	1	NP	0	NP	NP	NP	NP	NP	NP	5	0	NP	0	NP	1	0	NP	NP	NP
sim.64.114	total	156	NP	NP	NP	NP	NP	10	4	NP	1	NP	1	NP	NP	NP	NP	NP	NP	19	50	NP	60	NP	1	10	NP	NP	NP
sim.716.005	dup	1	NP	NP	NP	NP	NP	1	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	0	NP	NP	NP
sim.716.005	loss	1	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	1	NP	0	NP	0	0	NP	NP	NP
sim.716.005	total	2	NP	NP	NP	NP	NP	1	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	1	NP	0	NP	0	0	NP	NP	NP
sim.49.023	dup	10	NP	NP	NP	NP	NP	NP	NP	NP	2	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	6	2	NP	NP	NP
sim.49.023	loss	2	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	2	NP	NP	NP
sim.49.023	total	12	NP	NP	NP	NP	NP	NP	NP	NP	2	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	6	4	NP	NP	NP
sim.783.005	dup	8	NP	0	1	1	0	NP	NP	2	NP	NP	NP	0	1	1	1	0	NP	NP	NP	1	NP	NP	NP	NP	0	0	NP
sim.783.005	loss	3	1	0	0	0	0	NP	NP	0	NP	2	NP	0	0	0	0	0	NP	NP	NP	0	NP	NP	NP	NP	0	0	NP
sim.783.005	total	11	1	0	1	1	0	NP	NP	2	NP	2	NP	0	1	1	1	0	NP	NP	NP	1	NP	NP	NP	NP	0	0	NP
sim.931.034	dup	57	12	4	0	2	2	NP	NP	0	NP	8	NP	3	3	2	9	7	0	NP	NP	2	NP	1	NP	NP	0	2	NP
sim.931.034	loss	13	1	1	1	0	0	NP	NP	1	NP	1	NP	2	0	0	2	2	0	NP	NP	1	NP	0	NP	NP	1	0	NP
sim.931.034	total	70	13	5	1	2	2	NP	NP	1	NP	9	NP	5	3	2	11	9	0	NP	NP	3	NP	1	NP	NP	1	2	NP
sim.815.114	dup	126	NP	NP	NP	NP	NP	10	NP	NP	0	NP	2	NP	NP	NP	NP	NP	NP	65	16	NP	9	NP	1	23	NP	NP	NP
sim.815.114	loss	11	NP	NP	NP	NP	NP	1	1	NP	1	NP	0	NP	NP	NP	NP	NP	NP	1	5	NP	1	NP	1	0	NP	NP	NP
sim.815.114	total	137	NP	NP	NP	NP	NP	11	1	NP	1	NP	2	NP	NP	NP	NP	NP	NP	66	21	NP	10	NP	2	23	NP	NP	NP
sim.630.00057	dup	1	NP	0	0	0	0	0	0	0	0	0	0	NP	NP	0	0	NP	0	0	0	0	0	NP	1	0	NP	0	0
sim.630.00057	loss	3	1	0	0	0	0	0	0	0	0	0	0	1	NP	0	0	1	0	0	0	0	0	NP	0	0	NP	0	0
sim.630.00057	total	4	1	0	0	0	0	0	0	0	0	0	0	1	NP	0	0	1	0	0	0	0	0	NP	1	0	NP	0	0
sim.819.034	dup	10	NP	NP	NP	NP	NP	2	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	7	1	NP	NP	NP	NP	NP	NP	NP	NP
sim.819.034	loss	2	NP	NP	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	2	NP	NP	NP	NP	NP	NP	NP	NP
sim.819.034	total	12	NP	NP	NP	NP	NP	2	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	7	3	NP	NP	NP	NP	NP	NP	NP	NP
sim.524.005	dup	3	0	0	0	0	0	NP	NP	0	NP	0	NP	0	1	0	0	0	0	NP	NP	0	NP	1	NP	NP	0	1	NP
sim.524.005	loss	1	0	0	0	0	0	NP	NP	0	NP	0	NP	0	1	0	0	0	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.524.005	total	4	0	0	0	0	0	NP	NP	0	NP	0	NP	0	2	0	0	0	0	NP	NP	0	NP	1	NP	NP	0	1	NP
sim.129.009	dup	7	3	1	0	0	0	NP	NP	0	NP	NP	NP	0	0	1	0	0	NP	NP	NP	0	NP	1	NP	NP	0	1	NP
sim.129.009	loss	4	0	2	0	0	0	NP	NP	0	NP	1	NP	0	0	0	0	0	1	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.129.009	total	11	3	3	0	0	0	NP	NP	0	NP	1	NP	0	0	1	0	0	1	NP	NP	0	NP	1	NP	NP	0	1	NP
sim.969.114	dup	180	NP	NP	NP	NP	NP	2	6	NP	1	NP	2	NP	NP	NP	NP	NP	NP	27	13	NP	78	NP	50	1	NP	NP	NP
sim.969.114	loss	13	NP	NP	NP	NP	NP	5	0	NP	1	NP	0	NP	NP	NP	NP	NP	NP	0	4	NP	1	NP	0	2	NP	NP	NP
sim.969.114	total	193	NP	NP	NP	NP	NP	7	6	NP	2	NP	2	NP	NP	NP	NP	NP	NP	27	17	NP	79	NP	50	3	NP	NP	NP
sim.72.023	dup	12	NP	NP	NP	NP	NP	1	1	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	7	2	NP	0	NP	1	NP	NP	NP	NP
sim.72.023	loss	3	NP	NP	NP	NP	NP	0	0	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	1	0	NP	1	NP	0	1	NP	NP	NP
sim.72.023	total	15	NP	NP	NP	NP	NP	1	1	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	8	2	NP	1	NP	1	1	NP	NP	NP
sim.767.007	dup	13	0	1	2	0	1	NP	NP	1	NP	1	NP	0	0	1	1	0	1	NP	NP	2	NP	0	NP	NP	0	2	NP
sim.767.007	loss	11	0	0	1	0	0	NP	NP	1	NP	1	NP	3	1	0	2	1	0	NP	NP	0	NP	1	NP	NP	0	0	NP
sim.767.007	total	24	0	1	3	0	1	NP	NP	2	NP	2	NP	3	1	1	3	1	1	NP	NP	2	NP	1	NP	NP	0	2	NP
sim.410.007	dup	30	1	0	0	2	0	1	0	0	2	8	1	4	1	0	1	2	0	0	2	1	0	0	1	1	0	2	0
sim.410.007	loss	15	0	0	0	0	0	0	0	0	0	1	0	2	0	1	2	1	0	1	1	0	1	2	2	1	0	0	0
sim.410.007	total	45	1	0	0	2	0	1	0	0	2	9	1	6	1	1	3	3	0	1	3	1	1	2	3	2	0	2	0
sim.881.00057	dup	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
sim.881.00057	loss	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.881.00057	total	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
sim.16.023	dup	4	NP	NP	NP	NP	NP	0	0	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	0	1	NP	3	NP	0	NP	NP	NP	NP
sim.16.023	loss	1	NP	NP	NP	NP	NP	0	0	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	1	NP	NP	NP
sim.16.023	total	5	NP	NP	NP	NP	NP	0	0	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	0	1	NP	3	NP	0	1	NP	NP	NP
sim.719.00057	dup	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
sim.719.00057	loss	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.719.00057	total	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
sim.184.014	dup	5	NP	NP	NP	NP	NP	NP	2	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	NP	3	NP	NP	NP	NP	NP	NP
sim.184.014	loss	4	NP	NP	NP	NP	NP	1	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	2	NP	1	NP	NP	NP	NP	NP	NP
sim.184.014	total	9	NP	NP	NP	NP	NP	1	2	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	2	NP	4	NP	NP	NP	NP	NP	NP
sim.294.009	dup	16	3	1	1	0	0	0	1	1	0	NP	2	0	1	1	0	0	NP	0	0	0	4	0	0	0	NP	1	0
sim.294.009	loss	12	0	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	0	1	0	0	1	NP	0	0
sim.294.009	total	28	3	1	1	1	0	1	2	1	0	1	2	1	2	2	1	0	1	0	1	0	5	0	0	1	NP	1	0
sim.808.057	dup	66	8	1	NP	NP	NP	8	1	NP	NP	3	NP	NP	0	NP	3	3	NP	12	24	1	1	0	NP	NP	NP	1	0
sim.808.057	loss	9	0	1	1	NP	NP	0	0	NP	1	0	NP	1	0	NP	0	0	NP	2	0	1	1	0	NP	NP	1	0	0
sim.808.057	total	75	8	2	1	NP	NP	8	1	NP	1	3	NP	1	0	NP	3	3	NP	14	24	2	2	0	NP	NP	1	1	0
sim.755.014	dup	2	1	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	1	NP	NP	NP	0	NP
sim.755.014	loss	3	0	1	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	1	NP	NP	NP	1	NP	NP	NP	NP	0	NP	NP	NP	0	NP
sim.755.014	total	5	1	1	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	1	NP	NP	NP	1	NP	NP	NP	NP	1	NP	NP	NP	0	NP
sim.370.002	dup	0	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	0	NP	NP	NP
sim.370.002	loss	0	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	0	NP	NP	NP
sim.370.002	total	0	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	0	NP	NP	NP
sim.572.014	dup	12	0	NP	NP	NP	NP	NP	2	NP	1	NP	0	NP	NP	NP	NP	NP	NP	1	0	NP	4	NP	3	1	NP	NP	0
sim.572.014	loss	6	0	1	NP	NP	NP	1	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	1	1	1	0	NP	1	0	NP	NP	0
sim.572.014	total	18	0	1	NP	NP	NP	1	2	NP	1	NP	0	NP	NP	NP	NP	NP	NP	2	1	1	4	NP	4	1	NP	NP	0
sim.627.057	dup	120	NP	NP	NP	NP	NP	3	8	NP	1	NP	0	NP	NP	NP	NP	NP	NP	26	31	NP	28	NP	13	10	NP	NP	NP
sim.627.057	loss	12	NP	NP	NP	NP	NP	2	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	5	0	NP	4	NP	0	1	NP	NP	NP
sim.627.057	total	132	NP	NP	NP	NP	NP	5	8	NP	1	NP	0	NP	NP	NP	NP	NP	NP	31	31	NP	32	NP	13	11	NP	NP	NP
sim.385.057	dup	157	18	4	4	13	11	NP	NP	13	NP	11	NP	29	2	7	9	19	1	NP	NP	6	1	0	NP	NP	5	4	0
sim.385.057	loss	50	0	0	2	4	5	1	NP	3	1	7	NP	5	5	3	0	4	5	NP	NP	0	0	3	NP	NP	2	0	0
sim.385.057	total	207	18	4	6	17	16	1	NP	16	1	18	NP	34	7	10	9	23	6	NP	NP	6	1	3	NP	NP	7	4	0
sim.478.005	dup	2	NP	1	0	0	0	NP	NP	0	NP	0	NP	NP	1	0	0	0	0	NP	NP	0	NP	NP	NP	NP	NP	0	NP
sim.478.005	loss	2	1	0	0	0	0	NP	NP	0	NP	0	NP	1	0	0	0	0	0	NP	NP	0	NP	NP	NP	NP	NP	0	NP
sim.478.005	total	4	1	1	0	0	0	NP	NP	0	NP	0	NP	1	1	0	0	0	0	NP	NP	0	NP	NP	NP	NP	NP	0	NP
