baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
LOC101887273	255.139757104834	0.147974703304828	0.222646455146255	0.664617378289828	0.506295251118951	0.698130548541864
LOC101887274	144.689270140919	0.15120135838154	0.236392776800702	0.639619198301541	0.52242019807457	0.709761972895372
LOC101887275	1.73111485445583	-0.0728049948943459	0.278267202314525	-0.261636995983647	0.793601318589181	NA
LOC101887276	94.2774986988456	-0.343034788484157	0.209210412449867	-1.63966403233567	0.101075041327819	0.263072866713718
LOC101887277	191.5344409138	0.366811063451088	0.189986937593713	1.93071728034016	0.0535180247376866	0.175311871235575
LOC101887278	2341.95820859788	0.0192662146833596	0.124569796414773	0.154662006665002	0.877087783796745	0.935673878699998
LOC101887279	277.440504902308	0.506500330140714	0.150649735003356	3.36210568262487	0.000773505133744955	0.00960341743622857
LOC101887280	982.557306300356	0.290201965579802	0.151487180929715	1.91568661981007	0.0554049965541536	0.178993240577268
LOC101887282	533.388210722152	0.179655640449431	0.132864553404291	1.3521713342366	0.176320511618278	0.373861137665916
LOC101887283	6.33951320914232	-0.0678017035085713	0.384842704082729	-0.176180301170517	0.86015229610526	NA
LOC101887284	4.97242096284681	0.0182609265660312	0.382736132746363	0.047711530225793	0.96194614477798	NA
LOC101887285	242.279916043611	-0.0915473282553167	0.157373563910576	-0.581719864381646	0.560755389091398	0.738842686738666
LOC101887286	405.641673786518	1.73532200257662	0.207048900683053	8.3812181414719	5.23827136441111e-17	1.16245043257038e-14
LOC101887287	1.67172671787154	0.0532881518335357	0.281141034712394	0.189542419120884	0.849667711946743	NA
LOC101887288	12.1747058083068	0.361120323417141	0.385581341239169	0.936560680702505	0.348984585361846	0.563802544195176
LOC101887289	858.123847084609	0.262278454952929	0.180205647546785	1.45543970748661	0.145547570388515	0.33232512240635
LOC101887290	143.139305887236	-0.24421867822354	0.198086710332375	-1.23288774806628	0.217617647133553	0.425676780010397
LOC101887291	571.936917432422	-0.226018937695746	0.127727664321811	-1.769537859287	0.0768041585633656	0.220597542103438
LOC101887292	312.694725894855	0.13097886344547	0.144989390706535	0.903368603779968	0.366330297234945	0.579890350401284
LOC101887293	0	NA	NA	NA	NA	NA
LOC101887294	0.333980402978543	-0.00154582283746203	0.141146478630653	-0.0109519050879553	0.991261818701689	NA
LOC101887295	1.76278365210424	-0.0998584725040565	0.305599156824041	-0.326762918922428	0.743847207574082	NA
LOC101887296	4.99029796457715	-0.0717847445314244	0.371600760465512	-0.193177065734468	0.846820299324482	NA
LOC101887297	1.52458559094596	-0.407823788828484	0.282747117573535	-1.44236232124425	0.14920018741219	NA
LOC101887298	715.225620850748	-0.0364161048249555	0.195254394507554	-0.186505942244217	0.85204801937696	0.923790108326579
LOC101887299	1.2380666052169	-0.298245063744105	0.227169168981988	-1.31287650115827	0.189224566349547	NA
LOC101887300	32.9126657353353	0.706404683947855	0.327392712290231	2.15766771045787	0.0309536761452761	0.122451753700477
LOC101887301	0	NA	NA	NA	NA	NA
LOC101887302	291.312667397895	-0.195422556714135	0.15640681012672	-1.2494504334933	0.21150037193437	0.418309790977635
LOC101887303	6.25219207215068	-0.330725015269927	0.38506885285376	-0.858872414164145	0.390410910306335	NA
LOC101887304	196.38796966856	-0.181270718886948	0.175938420412604	-1.03030775462141	0.302865559982787	0.519724875060953
LOC101887305	50.3769925096014	0.531067668951628	0.313486446128342	1.69406899567902	0.0902521730350157	0.24379259936202
LOC101887306	1.05274331463656	-0.146922637254992	0.250172873785715	-0.587284444678997	0.557012686467223	NA
LOC101887307	264.214438614061	0.73387888112838	0.289330968103299	2.53646848085189	0.0111976822324682	0.0618273296371854
LOC101887308	18.2982761126683	-0.150461271406	0.360117118253067	-0.417812049968327	0.676084539992082	0.817572377057092
LOC101887309	4.09039393406086	-0.141337304780824	0.376273137910458	-0.375624222249047	0.707196280569904	NA
LOC101887310	573.282731594211	-0.226767364924457	0.160637449641323	-1.41167184508214	0.158046607115211	0.350132988999925
LOC101887311	1.33686503599444	0.276804054694251	0.291485273866294	0.949633067299387	0.342298730264057	NA
LOC101887312	14.5748299588117	0.0882227587688998	0.165125955763514	0.534275537488778	0.593150914289129	0.761450782932457
LOC101887313	162.514562473277	0.694211473149767	0.23313172521827	2.97776492023902	0.00290358592545247	0.0250284307458424
LOC101887314	10.2962842675204	-0.200353097833907	0.380188002405389	-0.52698427242918	0.598204510306138	NA
LOC101887315	806.934830046297	-0.276661836973063	0.171174363731045	-1.61625742864021	0.10603866691727	0.270941522769996
LOC101887316	153.081129202291	0.69816185985625	0.25369416973828	2.75198228077728	0.00592357259162261	0.0408346742436377
LOC101887317	408.550774415431	-0.348362633919745	0.187837896256742	-1.85459186278148	0.0636545310102287	0.195009533687832
LOC101887318	209.889817297217	0.0580910896463711	0.189866098633081	0.305958199302515	0.759636472620902	0.87421476436456
LOC101887319	0	NA	NA	NA	NA	NA
LOC101887320	2.17921747007278	-0.211601290149477	0.275709659124111	-0.767478697778319	0.442796953858454	NA
LOC101887321	360.376788262116	-0.310064437995366	0.160193433925246	-1.93556271563575	0.0529212805271307	0.174278236394718
LOC101887322	4.3168275156738	-0.199925031249421	0.378868879539008	-0.52768924038491	0.597715042371243	NA
LOC101887323	369.878506646261	-0.0104453731762598	0.142943060482661	-0.0730736640239123	0.941747498681043	0.968681105645294
LOC101887324	1419.3122456138	-0.252027007324934	0.148126487364635	-1.70143106617072	0.0888620718707224	0.241551058017106
LOC101887325	299.791959399032	0.237951650614568	0.148491674932342	1.60245785309504	0.109054400432666	0.275075549338019
LOC101887326	29.0737489124148	0.59491837616041	0.344879903770071	1.7250015720169	0.084527189215024	0.234334894940248
LOC101887327	44.0502438859142	0.912950614141491	0.360064255527116	2.53552136910946	0.0112280077888827	0.0619433237777158
LOC101887328	4.55807442208482	-0.888408501885174	0.364200023510656	-2.43934224199517	0.0147140256574104	NA
LOC101887329	366.97050103318	-0.259767434650191	0.161257185039828	-1.61088905642271	0.107203905672138	0.272384101378905
LOC101887330	366.616732938275	0.506735354435071	0.186308068836182	2.71987873418749	0.00653058609362391	0.0434955382863968
LOC101887331	309.764055415651	0.217822545238626	0.159518076510284	1.36550383507528	0.172094748551345	0.368118996593627
LOC101887332	16.3402612983826	-0.0399408839531448	0.362910400787784	-0.110057148724433	0.912364052008547	0.953502711668251
LOC101887333	691.8636735974	-0.236339905570868	0.163437196231819	-1.44605947128244	0.148160521968975	0.336523136789288
LOC101887334	2554.06450208298	0.0350645501459071	0.102116380571597	0.343378309627045	0.731313875085559	0.855981948372721
LOC101887335	3196.86900425338	-0.295454623013014	0.140927496093031	-2.09650090439394	0.0360377797773255	0.135401312347804
LOC101887336	212.197344785824	0.741600452013955	0.239504848311771	3.09639014509047	0.00195892432132123	0.0190771061357427
LOC101887337	231.805226392401	0.208411183951842	0.160606273145632	1.29765282432562	0.194406661403871	0.397346948548378
LOC101887338	225.112896826626	-0.043741667005825	0.163016208017211	-0.268327104021502	0.78844754494311	0.891335286788722
LOC101887339	15.1833424372259	0.620769655256857	0.378408279214109	1.64047588109354	0.100906259313484	0.262784590421881
LOC101887340	407.826875554181	-0.133158729408661	0.139665267438642	-0.953413342133612	0.340380683992781	0.556191529695238
LOC101887341	1.67060695485635	-0.0873438523541843	0.270256158793521	-0.323189128211195	0.746552013923238	NA
LOC101887342	366.705860443863	0.293270230472053	0.151736589782168	1.9327588084922	0.053265916858945	0.174670837632707
LOC101887343	1898.97479886711	-0.480246476573842	0.120253576978136	-3.99361489813444	6.50735228536291e-05	0.00138231536326548
LOC101887344	380.162391775549	-0.381463545885213	0.16122053851449	-2.36609770318393	0.017976699614603	0.0849555854011371
LOC101887345	26.5023714499868	-0.304750330105728	0.318512281498658	-0.956793027483344	0.338671732240593	0.555138482990632
LOC101887346	279.160045744509	0.1422096208141	0.175899105128348	0.808472679325653	0.418818527522437	0.62618653125846
LOC101887347	131.381716219451	-0.59114792548072	0.352461928323599	-1.67719653663695	0.093504056081235	0.250063411519816
LOC101887348	169.978381636769	0.208112052852959	0.179579061948235	1.15888818326131	0.246501766193647	0.458150346413588
LOC101887349	49.1602543231495	-0.0118578266910871	0.270670133745994	-0.0438091433546002	0.96505653874022	0.981006436641944
LOC101887350	0.572755646893093	0.0522671311981676	0.190996320204975	0.27365517378594	0.784349629238299	NA
LOC101887351	0	NA	NA	NA	NA	NA
LOC101887352	332.236584505199	-0.441696817376987	0.159262278357232	-2.77339255681276	0.00554751559901586	0.0388065645189372
LOC101887353	1.26610459750178	0.185705339553822	0.280405228100263	0.662274882718735	0.507795070937264	NA
LOC101887354	2850.71530433043	0.178446331123782	0.173579232631293	1.02803963595592	0.303931183530512	0.52074674837661
LOC101887355	1361.53313375839	0.0601903229368923	0.114058157576613	0.527716072359511	0.597696416196066	0.764154648311469
LOC101887356	436.287757430735	-0.355906929309715	0.154662229681243	-2.30118840290377	0.021380984122103	0.0953007112792881
LOC101887357	2854.66743126334	3.81818476636032	0.163592226225745	23.3396467206914	1.75572943170977e-120	1.83122579727329e-116
LOC101887358	84.5076265274361	-0.183190944429491	0.229612968972524	-0.797824901830401	0.424972108377015	0.631577201974956
LOC101887359	11.0486515266302	-0.135110247332829	0.374351975998204	-0.360917681742054	0.718160985135009	NA
LOC101887360	98.3865348640267	-0.444647036713158	0.281326950833412	-1.58053480264128	0.113984443272474	0.282859325084917
LOC101887361	4593.72852035927	-0.747275336779361	0.260481439435159	-2.86882373807435	0.00412001326028567	0.0315042069683134
LOC101887362	114.663192309327	0.0776044381130265	0.353269545090871	0.219674860715957	0.826124384674555	0.909294779670283
LOC101887363	0.121298243679234	-0.0694405370026342	0.118615117561792	-0.585427375785044	0.558260385782457	NA
LOC101887364	328.601317383543	0.381361374282136	0.152892314271084	2.49431357030784	0.0126201001661005	0.0664450503444869
LOC101887365	575.804568591948	0.05362978339809	0.126937318282177	0.422490282005744	0.672667192496532	0.815899385712156
LOC101887366	85.4242227955617	-0.0470371078953649	0.238846135225272	-0.196934766606129	0.843878586584775	0.91931188425909
LOC101887367	20.6235980214222	0.297493747605412	0.376785824437774	0.789556634858334	0.429786742264205	0.635750350562425
LOC101887368	2.2219942691152	-0.0728814518256964	0.319536497650498	-0.228084905360052	0.81958023461797	NA
LOC101887369	1.04896186682058	0.0911429030261226	0.25151363883163	0.362377577015361	0.717069893419585	NA
LOC101887370	3.45560030295021	-0.443453324242151	0.365996786807978	-1.2116317416601	0.225653378464312	NA
LOC101887371	0	NA	NA	NA	NA	NA
LOC101887372	0.213387099262946	-0.0801149001207563	0.125850754495914	-0.636586569875173	0.524394175462074	NA
LOC101887373	126.535427990995	0.474670261449375	0.278483548681397	1.704482234936	0.0882910321872237	0.240688830557434
LOC101887374	181.620400353247	0.0968068944260954	0.190004138413269	0.509498873206305	0.610402587939856	0.772429377300364
LOC101887375	0	NA	NA	NA	NA	NA
LOC101887376	0.786583385605321	-0.099754196086718	0.210373995792699	-0.474175506867374	0.635374757950777	NA
LOC101887377	20.0161132437451	0.221423406275747	0.348296867004935	0.635731834684028	0.524951223269758	0.711809836024906
LOC101887378	855.383432192611	0.167986945601535	0.160814584339184	1.04460019153004	0.296207791048757	0.512091374214907
LOC101887379	430.641882003696	-0.229411289043837	0.189092793059991	-1.2132206909179	0.2250454554429	0.434441741014898
LOC101887380	0.29242935258141	-0.103045778328799	0.141645265830511	-0.727491863032685	0.466924698176748	NA
LOC101887381	1169.75623448605	-0.152699737596934	0.224693342823117	-0.679591730125897	0.496763007480748	0.689269411736624
LOC101887382	0.242155847909186	0.000165252849111015	0.1316948659573	0.00125481618368172	0.998998801803136	NA
LOC101887383	2.96287024899904	-0.181635658235595	0.348191886093833	-0.521653908347096	0.601911321826415	NA
LOC101887384	20.4285493594196	0.193654837979443	0.365160164004425	0.530328488890416	0.595884197628246	0.763147369997864
LOC101887385	0	NA	NA	NA	NA	NA
LOC101887386	2.16008416202025	-0.198845176415748	0.335007433731924	-0.593554519673333	0.552810107766564	NA
LOC101887387	136.857917559844	0.0462044019642638	0.208452164630548	0.221654699754039	0.824582697219029	0.909177555636501
LOC101887388	1.74626860418018	-0.0884297567304533	0.292895985014931	-0.301915223337546	0.762716690433153	NA
LOC101887389	1059.52552554158	-0.276435185078083	0.153854362142419	-1.79673284025704	0.072378042772296	0.212203460095636
LOC101887390	20.2254212944544	-0.847385360573736	0.374257190359227	-2.26417923930969	0.0235630929287621	0.101765241924219
LOC101887391	35.506375858486	-0.502889498584004	0.319343999483268	-1.57475793939367	0.115312328372738	0.285069349354743
LOC101887392	31.0734356830532	-0.219309547030322	0.335910979048461	-0.652879961386087	0.513833668458063	0.70387249304145
LOC101887393	1.32322727174271	0.0111927615109397	0.283839888129123	0.0394333635935201	0.968544880286354	NA
LOC101887394	93.5919421498492	-0.90890022594861	0.212615103244501	-4.27486200217584	1.91255718510689e-05	0.000483001729798179
LOC101887395	123.202342906202	0.129482310548069	0.202505774995561	0.639400582777982	0.522562369959507	0.709862661979377
LOC101887396	12.3026241983967	0.458099603217119	0.378880305666449	1.20908792662454	0.226629067109402	0.435968369968144
LOC101887397	318.135421124693	0.140827033601544	0.14903801850694	0.944906776219559	0.344706471755136	0.560251864835981
LOC101887399	127.16228020666	-0.164118523939636	0.211464306391464	-0.776105087143262	0.437686940252817	0.642787213015612
LOC101887400	147.953094194337	0.392350780652758	0.23081119411555	1.69987760843322	0.0891539495400682	0.241966092558655
LOC101887401	27.2714827523399	1.09474697768966	0.327099424434147	3.34683247940126	0.000817405911434494	0.00997139608919506
LOC101887402	875.646622103775	-0.13761269424001	0.156864390334	-0.877271724621511	0.380339066379327	0.59135989564305
LOC101887403	0.238510943400195	0.0826670990580022	0.127269642317712	0.649542951111895	0.515987493775018	NA
LOC101887404	9.46219966903769	-0.224633394891301	0.381489613986752	-0.588832268705229	0.555973796964132	NA
LOC101887405	11.3199974928661	0.359078393985903	0.385623721367416	0.931162618089512	0.351769451524653	NA
LOC101887406	299.911046613693	0.686281135966243	0.209924593604869	3.26917929996329	0.00107859929394478	0.0123896372641455
LOC101887407	103.677783028385	0.561265238958924	0.241983021194468	2.31944057970855	0.0203711594939984	0.0924189619497185
LOC101887408	14.2748953424373	0.480852166761347	0.375874318476957	1.27928976023092	0.200795037140711	0.404833661744178
LOC101887409	29.9172896085796	-0.225896355617558	0.303610076239994	-0.744034448444964	0.456855634740835	0.657789904064195
LOC101887410	3.68383301097476	-0.0594990393214128	0.338899373373113	-0.175565504088162	0.860635305091787	NA
LOC101887411	1348.17307798458	0.0226503454458522	0.162168629011882	0.139671560300313	0.888919497699992	0.941189091050302
LOC101887412	0	NA	NA	NA	NA	NA
LOC101887413	139.00827401564	0.548826165513236	0.288239474862977	1.90406316058595	0.0569019588315959	0.182107220194399
LOC101887414	30.8358315101304	-0.0203755767381219	0.339502453862975	-0.0600159925393223	0.952142897445386	0.974090722980782
LOC101887415	0.376236393339312	-0.010286930321989	0.14657580395895	-0.0701816401080088	0.944049087359649	NA
LOC101887416	672.475627977678	0.379187756201527	0.162909113720244	2.3276030882636	0.0199331893148782	0.0910259039203938
LOC101887417	212.625514107759	0.0933954548902129	0.194667096806843	0.479770112269585	0.631390867182342	0.788861149959374
LOC101887418	0.283706898306318	0.101569620693785	0.14024370373553	0.72423658238037	0.468920503216025	NA
LOC101887419	0	NA	NA	NA	NA	NA
LOC101887420	341.377778503356	-0.0230014239707248	0.196874066312332	-0.11683318377868	0.90699224696582	0.950746646819448
LOC101887421	0.2841475377556	0.0104683064134005	0.133727119030191	0.0782811032595201	0.937604448744765	NA
LOC101887422	0	NA	NA	NA	NA	NA
LOC101887423	4056.86330681372	-0.619006143987983	0.211188445548696	-2.93106065712887	0.00337806815008287	0.0275861138789931
LOC101887424	101.238957313492	0.0145497054685932	0.228785348508357	0.0635954424680376	0.949292360781721	0.972587860179893
LOC101887425	174.110478583802	-0.151432502387045	0.183618818937651	-0.824711232014105	0.409535553368008	0.618782532468249
LOC101887426	28.5699804394177	0.32578790020491	0.363769999589572	0.895587598132018	0.3704730617785	0.583203691895653
LOC101887427	193.479297679485	-0.211214244610737	0.176331102510428	-1.19782750520854	0.230984176928562	0.440667866212292
LOC101887428	217.627866840258	-0.0745988167054536	0.215390986483295	-0.346341404175886	0.729086155750354	0.854221064344003
LOC101887429	2407.84978057502	0.188420117711347	0.143941179470134	1.30900773777835	0.190531729677831	0.392348655585345
LOC101887430	0	NA	NA	NA	NA	NA
LOC101887431	181.821590403442	-0.0875245666163836	0.192302908480387	-0.455139068400052	0.649009192803393	0.800610985326953
LOC101887432	3323.03038657958	-1.15810084924859	0.158229550403718	-7.31911862413642	2.49604882338613e-13	3.2140480528293e-11
LOC101887433	33.8030074202309	-0.0782155680882515	0.293365147084789	-0.266615066123194	0.789765554329341	0.891594464322737
LOC101887435	0.171131108902176	-0.0762168753751784	0.122946942249497	-0.619916802977589	0.535312562601337	NA
LOC101887436	0	NA	NA	NA	NA	NA
LOC101887437	131.554108359171	0.644835003658962	0.224432765457963	2.87317675003092	0.00406366696727508	0.0311631077092101
LOC101887438	0.41284631736208	0.0246181039111469	0.152716785855887	0.161201034799004	0.87193506612564	NA
LOC101887440	1.83947722277909	0.0515053109806859	0.302280557850091	0.17038909596769	0.864704146911779	NA
LOC101887441	314.686433382788	-0.339511022186956	0.164672271265394	-2.06173765369268	0.039232719647695	0.143427012241661
LOC101887442	667.766547776108	0.112376380872443	0.211346107461284	0.531717296440054	0.594921810573687	0.762289248683484
LOC101887443	30624.9095917286	-0.239510624778157	0.136336682482631	-1.75675849240845	0.0789589827985622	0.224280043993754
LOC101887444	18.2889064397927	-0.0706922114666153	0.36053319168932	-0.19607684700368	0.844550017912311	0.919328265116522
LOC101887445	91.2584051576472	-0.804685824438675	0.278002963505276	-2.89452246944628	0.00379735730849406	0.0298016830154952
LOC101887446	534.179619316692	0.469587056104121	0.177750358219513	2.6418346539938	0.0082458300253836	0.0509502412113453
LOC101887447	1992.36910520271	-0.591211826731424	0.168189885792539	-3.51514494433203	0.00043951403445999	0.0063316731759913
LOC101887448	133.246171609915	0.385848570887723	0.190246411203703	2.02815164000431	0.0425447738342007	0.151351971026272
LOC101887449	62.2405187267859	0.875778688023888	0.256964584567875	3.40816883189037	0.000654004165361436	0.00846310601081858
LOC101887450	2658.03703399843	0.149904609510165	0.114114418170988	1.31363426211006	0.188969312947598	0.390340462423206
LOC101887451	576.699430714523	0.0685526942914424	0.142918473851685	0.479662932607184	0.631467089262782	0.788861149959374
LOC101887452	51.7150627838011	-0.256246793097555	0.262099909984597	-0.977668375058251	0.328238367879127	0.545755806947121
LOC101887453	203.200482358437	0.797610437251202	0.279998729647159	2.84862162859207	0.00439090661701137	0.0328899928562339
LOC101887454	10.5430468278153	-0.120962172873541	0.384032625224348	-0.314978897438404	0.752777676363853	NA
LOC101887455	0	NA	NA	NA	NA	NA
LOC101887456	108.071620223558	-0.576642641551391	0.257078113291879	-2.24306392390817	0.0248926926385764	0.105378246322425
LOC101887457	572.296921764784	0.674450201946738	0.12626428913531	5.34157525113034	9.21423510976441e-08	4.57640343784966e-06
LOC101887458	11167.3922747209	1.11152020923834	0.1294100138871	8.5891360015466	8.76257475489492e-18	2.28484136733885e-15
LOC101887459	316.665384457689	-0.00492778611698332	0.157603995053812	-0.0312668858127663	0.975056698782469	0.985977034773515
LOC101887460	0	NA	NA	NA	NA	NA
LOC101887461	622.567852393379	2.2939962753516	0.186144924290997	12.3237111303956	6.75143016522413e-35	5.86811805194064e-32
LOC101887462	15966.3506438367	-0.111786186940733	0.114328788745873	-0.977760616262705	0.328192733892324	0.545755806947121
LOC101887463	95.068299713431	0.256271206922656	0.22505047905064	1.13872766680488	0.254816759425917	0.466925298807504
